# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-p" "-t" "exon" "-g" "gene_name" "-a" "/home/alexto22/00_reference/GRCh38.p14_DNA_primary_assembly_index/gencode.v44.primary_assembly.annotation.gtf" "-o" "./featurecounts/b2c_sorted_featurecounts.txt" "./bam_sorted/b2c_sorted.bam" 
Geneid	./bam_sorted/b2c_sorted.bam
CYSRT1	2
RNF224	2
SLC34A3	2
TUBB4B	2332
FAM166A	0
STPG3-AS1	4
STPG3	8
NELFB	1346
TOR4A	998
ENSG00000270259	0
ENSG00000260996	0
ENSG00000288234	0
NRARP	79
EXD3	184
NOXA1	92
ENTPD8	23
NSMF	2069
MIR7114	0
PNPLA7	73
MRPL41	326
DPH7	650
ZMYND19	475
ARRDC1	314
ENSG00000283411	0
ARRDC1-AS1	328
EHMT1	1427
SETP5	0
ENSG00000255585	10
MIR602	0
ENSG00000203987	0
CACNA1B	6
ENSG00000276388	0
IL9RP1	5
ENSG00000290588	0
TUBBP5	0
ENSG00000278130	0
ENSG00000237419	0
ENSG00000290585	0
FAM157B	0
RNU6-785P	0
ENSG00000250210	0
OR4F8BP	0
ENSG00000260370	0
ENSG00000237297	0
TUBB8	6
IL9RP2	0
ZMYND11	2202
DDX20P1	2
RNA5SP297	0
DIP2C	2034
RNA5SP298	1
RN7SL754P	0
ENSG00000233021	0
ENSG00000225140	0
MIR5699	0
DIP2C-AS1	2
ENSG00000231601	0
LARP4B	3837
LARP4B-DT	1
ENSG00000205740	2
GTPBP4	4220
IDI2	0
IDI2-AS1	20
IDI1	1635
WDR37	1476
LINC00200	2
ADARB2	49
ENSG00000287043	0
ENSG00000282390	0
ENSG00000233052	0
ADARB2-AS1	0
ENSG00000287653	0
LINC00700	0
ENSG00000289427	0
ENSG00000226694	0
MIR6072	0
RNU6-889P	0
ENSG00000227912	0
LINC02662	0
RNU6-576P	0
LINC00701	0
LINC02645	0
ENSG00000237500	0
ENSG00000235281	0
ENSG00000286858	0
ENSG00000231743	0
ENSG00000234182	0
ENSG00000287560	0
ENSG00000289597	0
PFKP-DT	18
PFKP	3135
ENSG00000278419	0
PITRM1	1735
PITRM1-AS1	15
ENSG00000288566	2
ENSG00000236968	0
LINC02668	0
ENSG00000227338	0
ENSG00000288657	0
ENSG00000287428	0
ENSG00000286610	0
ENSG00000289882	0
LINC02669	2
ENSG00000289994	0
ENSG00000236892	0
ENSG00000229672	0
ENSG00000228353	2
KLF6	5579
ENSG00000288755	0
ENSG00000287175	0
LINC02639	0
LINC02660	4
MIR6078	0
ENSG00000227101	0
ENSG00000236990	0
LINC00702	4
LINC00703	0
ENSG00000230096	0
ENSG00000287246	0
ENSG00000286687	0
RNU6-163P	0
MANCR	0
LINC00705	0
ENSG00000287023	4
AKR1E2	17
AKR1C6P	0
AKR1C1	93
AKR1C2	32
ENSG00000224251	0
AKR1C3	29
AKR1C5P	0
AKR1C8	1
AKR1C4	1
ARL4AP3	0
ENSG00000287848	0
ENSG00000231039	4
LINC02561	0
AKR1C7P	0
ENSG00000291045	0
RPL26P28	0
ENSG00000280450	0
UCN3	0
TUBAL3	2
NET1	2984
ENSG00000288922	0
CALML5	0
CALML3-AS1	21
CALML3	0
ENSG00000256462	0
ENSG00000287566	0
ENSG00000287235	0
LASTR	4
ENSG00000228685	0
RN7SL445P	0
ASB13	440
TASOR2	4715
ENSG00000226647	7
GDI2	17408
NRBF2P5	3
ENSG00000272764	1
ANKRD16	139
RPL12P28	0
FBH1	1492
ENSG00000232807	8
IL15RA	14
IL2RA	0
ENSG00000251922	0
ENSG00000229664	0
RPL32P23	0
RBM17	2005
PFKFB3	1194
RN7SKP78	0
MIR3155A	0
MIR3155B	0
ENSG00000213994	0
LINC02649	59
SDCBPP1	0
LINC02656	18
ENSG00000289934	9
PRKCQ	68
ENSG00000288915	2
PRKCQ-AS1	27
LINC02648	0
ENSG00000285743	0
LINP1	2
ENSG00000289892	0
ENSG00000285988	0
LINC00706	0
LINC00707	4
ENSG00000285845	0
ENSG00000287277	6
ENSG00000291288	0
LINC02665	0
ENSG00000270811	0
SFMBT2	1274
COX6CP17	0
ENSG00000278982	2
ENSG00000289239	0
LINC02642	10
RNU6-535P	0
ENSG00000230121	0
ITIH5	1654
ITIH2	126
KIN	673
ATP5F1C	4416
TAF3	846
ENSG00000233990	0
GATA3	3170
GATA3-AS1	6
ENSG00000232638	0
PRPF38AP1	0
ENSG00000289897	0
LINC00708	0
ENSG00000226861	0
ENSG00000226990	0
ENSG00000271251	0
KRT8P37	18
CHCHD3P1	0
RNA5SP299	0
ENSG00000270234	0
LINC02676	0
ENSG00000223808	0
LINC00709	0
ENSG00000287120	0
HSP90AB7P	0
LINC02663	0
LINC02670	0
ELOCP3	0
CUX2P1	0
ENSG00000286439	0
ENSG00000234306	0
CELF2-DT	2
ENSG00000279575	0
ENSG00000287309	0
ENSG00000289328	0
ENSG00000289363	0
ORMDL1P1	0
SFTA1P	0
CELF2	1336
LINC00710	0
ENSG00000231496	0
ENSG00000228027	0
ENSG00000229206	0
CELF2-AS2	0
ENSG00000230322	4
CELF2-AS1	12
ENSG00000280086	0
USP6NL	867
USP6NL-AS1	0
ENSG00000271046	4
ECHDC3	150
PROSER2	201
PROSER2-AS1	6
ENSG00000289920	0
UPF2	2393
RNU6-1095P	0
DHTKD1	782
RNU6-88P	0
SEC61A2	503
MIR548AK	0
NUDT5	1379
CDC123	1272
ENSG00000228302	13
RN7SL198P	0
CAMK1D	453
ENSG00000289395	0
ENSG00000252438	0
RNU6ATAC39P	0
ENSG00000285994	0
MIR4480	0
MIR4481	0
MIR548Q	0
ENSG00000285520	0
CCDC3	725
RNA5SP300	0
RPL5P25	2
OPTN	5374
ENSG00000289266	0
SNRPGP5	0
ENSG00000234175	4
ENSG00000228330	4
BTBD7P1	6
RPL36AP36	0
MCM10	44
RNU6-6P	0
UCMA	2
PHYH	1179
RBISP1	0
SEPHS1	1395
ENSG00000289585	8
ENSG00000286514	0
ENSG00000233256	0
BEND7	419
BEND7-DT	0
PRPF18	904
RPL6P24	0
FRMD4A	1105
ENSG00000273474	6
ENSG00000225112	0
RNA5SP301	0
FRMD4A-AS1	0
NUTF2P5	0
ENSG00000229751	1
ENSG00000235410	0
ENSG00000285671	0
MIR4293	0
MIR1265	2
FAM107B	4469
ENSG00000236495	0
RNA5SP302	0
RPSAP7	0
CDNF	64
MSANTD7	1122
HSPA14	388
SUV39H2-DT	3
SUV39H2	212
DCLRE1C	408
MEIG1	0
OR7E110P	0
OR7E26P	0
OR7E115P	0
DCLRE1CP1	3
OLAH	6
ACBD7	26
GAPDHP45	0
RPP38-DT	2
RPP38	126
NMT2	761
PPIAP30	0
ENSG00000228181	0
FAM171A1	2057
ENSG00000232739	10
ITGA8	1267
MINDY3	740
ENSG00000252537	0
FTLP19	0
RNU6-1075P	0
LINC02654	0
PTER	305
RNU2-18P	0
C1QL3	10
ENSG00000287925	0
RSU1	914
ENSG00000225213	4
ENSG00000275001	0
ENSG00000286958	0
CUBN	118
ENSG00000273153	0
TRDMT1	237
VIM-AS1	10
VIM	34516
ENSG00000234961	0
ST8SIA6	82
ST8SIA6-AS1	0
PRPF38AP2	0
HACD1	158
STAM-DT	10
STAM	1349
ENSG00000229190	2
TMEM236	34
MRC1	3351
MIR511	0
ENSG00000235637	0
SLC39A12	0
SLC39A12-AS1	0
CACNB2	98
ENSG00000235020	2
ENSG00000240291	38
ENSG00000225527	2
NSUN6	407
ARL5B	8036
ENSG00000234244	0
AIFM1P1	0
ENSG00000234813	0
MALRD1	12
UBE2V2P1	0
ENSG00000227734	0
HMGN1P20	0
ENSG00000236960	0
RNA5SP303	0
ENSG00000233968	4
MTND1P37	0
MTND2P16	0
RNU6-1212P	0
ENSG00000285852	0
PLXDC2	3396
ENSG00000238246	0
ENSG00000287613	6
AMD1P1	0
ENSG00000270727	0
MIR4675	0
NEBL	904
MTND1P21	0
ENSG00000230112	0
EIF4BP2	84
NPM1P30	0
NEBL-AS1	0
ENSG00000228860	0
LUZP4P1	1
RNU6-15P	0
LINC02643	0
MRM3P1	0
ENSG00000278650	0
MIR1915HG	202
MIR1915	0
SKIDA1	130
MLLT10	1737
ENSG00000286881	0
RNU6-306P	0
HNRNPRP1	16
RNU6-1141P	0
ENSG00000289528	0
DNAJC1	3283
RN7SKP219	0
ENSG00000279623	4
RN7SKP37	0
ADIPOR1P1	0
ENSG00000236777	0
EBLN1	0
ENSG00000260205	0
PSME2P6	0
ENSG00000286832	0
ENSG00000279631	2
ENSG00000261671	0
RPL31P45	0
COMMD3	118
COMMD3-BMI1	0
BMI1	431
ENSG00000272516	0
ENSG00000271981	0
ENSG00000272366	0
SPAG6	10
ENSG00000233451	0
ENSG00000286810	8
ENSG00000285254	0
PIP4K2A	2170
ENSG00000279819	0
RNU6-413P	0
ARMC3	2
ENSG00000286924	0
RNA5SP304	0
MSRB2	542
YWHAZP3	310
ENSG00000252049	0
PTF1A	0
C10orf67	0
ENSG00000227537	0
C10orf67-AS1	0
ENSG00000264574	0
ENSG00000287124	2
OTUD1	777
ENSG00000286442	0
KIAA1217	4180
NUP35P1	0
ENSG00000277563	0
MIR603	0
ENSG00000286951	0
ENSG00000279029	15
ENSG00000289188	0
ARHGAP21	3862
RNA5SP305	0
ENSG00000285750	2
PRTFDC1	112
ENSG00000228667	0
RN7SKP241	0
ENSG00000285859	0
ENSG00000273107	1
ENKUR	10
THNSL1	166
LINC01516	0
GPR158-AS1	0
GPR158	10
ENSG00000274242	0
RN7SKP220	0
GPN3P1	0
LINC00836	2
HIRAP1	0
RNA5SP306	0
RNU6-632P	0
ENSG00000226304	0
MYO3A	82
GAD2	13
ENSG00000289350	3
ENSG00000284951	0
APBB1IP	340
RNA5SP307	0
ENSG00000290434	0
LINC03028	0
FAM238A	0
ENSG00000234296	0
ENSG00000290423	0
FAM238B	0
SELENOOLP	0
ENSG00000279212	0
PDSS1	101
HSPA8P3	0
ENSG00000235843	0
ABI1	2522
ENSG00000223027	0
RNU6-946P	0
FAM238C	21
ANKRD26	869
RNU6-490P	0
YME1L1	14058
MASTL	874
ACBD5	1760
RNU2-24P	0
RNU7-12P	0
ENSG00000262412	0
LRRC37A6P	10
ENSG00000290843	0
ODAD2P1	0
ENSG00000278830	0
RNU6-666P	0
ENSG00000215409	0
RNU6-452P	0
LINC02673	0
FAM210CP	0
TRIAP1P1	0
PTCHD3	0
RAB18	4846
LINC02680	1
MKX	10
MKX-AS1	0
ODAD2	10
RN7SKP132	0
RPL36AP55	0
ENSG00000233472	0
MRPS21P5	0
MPP7	509
ENSG00000286413	0
MIR8086	0
MPP7-DT	0
ZNF101P1	0
LINC02652	0
RPSAP10	0
RN7SKP39	0
WAC-AS1	789
WAC	8429
RNU4ATAC6P	0
TPRKBP1	0
RNU6-1067P	0
BAMBI	4571
LINC01517	2
ENSG00000236716	0
RNU6-270P	0
LINC00837	0
ENSG00000271220	0
RNA5SP308	0
RPL21P93	104
LYZL1	0
ENSG00000290014	0
ENSG00000287402	4
SVIL-AS1	497
PTCHD3P1	0
SVIL	6372
MIR604	0
SNORD115	0
MIR938	0
CKS1BP2	2
RNU6-908P	0
ENSG00000289386	0
ENSG00000237936	0
ENSG00000289616	0
ENSG00000288874	0
JCAD	3146
RNU6-598P	0
EEF1A1P39	0
ENSG00000259994	90
MTPAP	720
ENSG00000285824	0
DNM1P17	0
GOLGA2P6	1
RN7SL241P	0
MIR7162	0
NIFKP1	0
ENSG00000235679	0
CCND3P1	0
ENSG00000289874	0
MAP3K8	692
HNRNPA1P32	0
ENSG00000289898	0
ENSG00000287420	0
ENSG00000228800	0
RN7SL63P	0
ENSG00000230298	0
ENSG00000285630	0
LYZL2	0
ENSG00000291294	0
SVIL2P	80
ENSG00000290952	0
LINC02644	0
ZNF438	386
ENSG00000272914	8
DDX10P1	0
ENSG00000287564	0
LINC02664	4
ZEB1-AS1	67
RNA5SP309	0
ZEB1	2596
SPTLC1P1	14
ENSG00000285781	2
ENSG00000223834	2
ENSG00000286694	0
ENSG00000231855	2
MACORIS	2
ENSG00000289412	2
ARHGAP12	1511
HMGB1P7	0
RPL34P19	0
RN7SL825P	0
KIF5B	16206
RPS4XP11	42
ENSG00000235113	2
ENSG00000234811	0
RNU7-22P	0
PPIAP31	206
RPS24P13	0
ENSG00000227253	2
EPC1	859
ENSG00000226842	0
EPC1-AS2	0
EPC1-AS1	0
RNU6-1244P	0
ENSG00000286409	0
CCDC7	36
C1DP1	13
ITGB1	30315
AK3P5	0
ITGB1-DT	2
MTND4LP11	0
RN7SL847P	0
ENSG00000229878	0
RPL7AP53	8
IATPR	0
NRP1	9355
ENSG00000238258	0
RN7SL398P	4
ENSG00000273012	0
ENSG00000287278	0
LINC02628	0
ENSG00000203565	0
LINC00838	0
RPL23P11	0
LINC02629	0
ENSG00000288987	0
PARD3	2897
ELOBP4	0
RPL37P18	0
RPS12P16	0
PARD3-DT	2
SS18L2P1	0
RNU6-847P	0
RNU6-193P	0
PRDX2P2	0
LINC02635	0
CUL2	2098
MIR3611	0
ENSG00000230534	0
CREM	1190
RNU7-77P	0
ATP6V1G1P4	0
ENSG00000269952	7
LINC02634	0
RNU6-794P	0
CCNY	2976
RNU6-1167P	0
CCNY-AS1	8
ENSG00000287945	0
ENSG00000273312	0
GJD4	0
FZD8	323
ENSG00000287528	0
MIR4683	0
ENSG00000288893	1
RPL7P37	8
PCAT5	0
LINC02630	0
ENSG00000227475	0
MTND5P17	0
MTND4P18	0
ENSG00000237002	0
ENSG00000274458	0
NAMPTP1	292
ENSG00000238176	0
MKNK2P1	0
ARL6IP1P2	8
ANKRD30A	0
RNU6-811P	0
ENSG00000234918	0
LINC00993	0
RN7SL314P	0
ENSG00000290801	0
TMEM161BP1	0
VN1R53P	0
TACC1P1	0
MTND1P18	0
ENSG00000226578	0
ZNF248	187
ENSG00000260137	0
ZNF33BP1	0
TLK2P2	8
ENSG00000236514	0
ZNF37CP	0
ZNF33CP	0
ZNF25	502
ZNF25-DT	0
ZNF33A	1117
RNU6-795P	0
ENSG00000275675	0
EIF3LP3	40
FXYD6P2	0
ZNF37A	352
PLD5P1	4
ENSG00000272983	26
ENSG00000225965	0
ENSG00000290887	0
CCNYL4	0
ENSG00000226113	0
ENSG00000234941	0
HSD17B7P2	8
SEPTIN7P9	7
ENSG00000290535	26
ENSG00000276805	0
RNU6-1118P	0
CICP9	0
ENSG00000203496	4
ABCD1P2	0
ENSG00000277133	0
PABPC1P12	0
SLC9B1P3	0
ACTR3BP5	0
CHEK2P5	0
ENSG00000227679	0
ENSG00000233832	0
KSR1P1	0
IGKV1OR10-1	0
ENSG00000271650	0
ENSG00000290458	0
ENSG00000274167	0
ENSG00000291065	225
PABPC1P8	4
ENSG00000215146	0
CCNYL2	8
ENSG00000279239	0
LINC00839	211
ZNF37BP	329
FXYD6P1	0
EIF3LP2	70
ZNF33B	570
ENSG00000277479	6
ENSG00000272319	1
ENSG00000272387	0
RNU6-1170P	0
ENSG00000285884	5
LINC01518	2
VN1R54P	0
CUBNP1	0
LINC02632	0
RSU1P1	0
DUXAP3	0
ENSG00000259869	4
BMS1	3325
RNU6-885P	0
LINC02623	4
LINC01264	0
MIR5100	0
RET	184
CSGALNACT2-DT	10
CSGALNACT2	1532
RASGEF1A	132
LINC02633	0
ENSG00000285712	0
RNU6ATAC11P	0
FXYD4	0
HNRNPF	8880
SNORD3J	0
LINC02916	14
ZNF487	98
RNU7-193P	0
ENSG00000236114	0
ZNF239	8
ENSG00000287852	0
CAP1P2	80
ZNF485	37
ZNF32-AS3	0
ENSG00000237389	0
RPL21P88	0
ZNF32	231
ZNF32-AS1	9
ZNF32-AS2	10
ENSG00000228426	0
SPRING1P1	0
UQCRHP3	0
ELOCP30	0
LINC02658	0
LINC00840	0
HNRNPA3P1	54
LINC02659	0
LINC00841	0
ENSG00000227029	0
ENSG00000237590	0
ENSG00000229116	1
LINC02881	21
ENSG00000287901	30
CXCL12	1282
RPL9P21	46
ENSG00000270767	0
ENSG00000287173	0
ENSG00000234580	0
TMEM72-AS1	16
EIF2AP4	0
ENSG00000234504	0
TMEM72	4
ENSG00000223462	0
ENSG00000273363	1
RASSF4	773
DEPP1	792
ZNF22-AS1	106
ZNF22	329
CEP164P1	4
ENSG00000277757	0
DUXAP4	0
RPS19P7	0
ENSG00000290529	0
RSU1P2	0
CUBNP3	4
ENSG00000243349	0
ANKRD54P1	0
ANKRD30BP3	0
MIR3156-1	0
ENSG00000227683	0
ENSG00000275312	0
ENSG00000278531	0
RNU6-1207P	0
CUBNP2	0
OR6D1P	0
OR13A1	4
ALOX5	663
ENSG00000231964	1
MARCHF8	1647
ZFAND4	259
AGAP10P	6
FAM21FP	16
ENSG00000290460	4
ENSG00000228702	2
WASHC2C	1802
ENSG00000270434	0
FAM25EP	0
AGAP4	122
ENSG00000290921	58
RNA5SP310	0
PARGP1	49
RPL35AP23	0
TIMM23	1808
SNORA74C-1	0
NCOA4	10571
ENSG00000289092	80
MSMB	0
RPL23AP61	0
ENSG00000289636	0
AGAP7P	25
ANTXRLP1	0
ANTXRL	0
AGAP14P	16
FAM25BP	0
ENSG00000290780	0
ENSG00000279458	0
ANXA8L1	365
ENSG00000285402	3
LINC00842	6
HNRNPA1P33	30
NPY4R	0
GPRIN2	107
SYT15	34
SYT15-AS1	28
ENSG00000229227	0
SHLD2P1	34
ENSG00000290913	0
LINC02637	10
RHEBP1	7
RN7SL248P	0
FAM245B	1
CTSLP2	0
CTSLP3	0
GLUD1P2	1
ENSG00000215097	4
BMS1P1	99
RNA5SP311	4
AGAP13P	34
FRMPD2B	0
PTPN20	0
ENSG00000289299	0
GDF10	14
GDF2	0
RBP3	4
ZNF488	30
ANXA8	277
ENSG00000270369	1
FAM25G	3
ENSG00000224919	0
AGAP9	84
ENSG00000254929	0
RNA5SP312	0
ENSG00000290453	7
BMS1P2	2
ENSG00000265630	0
DUSP8P1	0
LINC02675	0
SHLD2P3	45
RN7SL453P	0
RHEBP2	116
SYT15B	38
ENSG00000276850	78
NPY4R2	0
ENSG00000273760	1
FAM25C	3
AGAP12P	6
ENSG00000289143	0
ENSG00000289444	36
RNA5SP315	0
BMS1P7	0
PTPN20CP	0
ENSG00000290899	0
FRMPD2	2
ENSG00000285786	0
RPS6P14	0
MAPK8	1380
ENSG00000279822	2
ARHGAP22	59
ARHGAP22-IT1	0
COX7BP6	0
ENSG00000251413	0
ENSG00000236800	0
WDFY4	454
RPL13AP19	0
ENSG00000286993	0
ENSG00000228403	2
ENSG00000241577	0
LRRC18	0
ENSG00000233665	2
ENSG00000226576	0
MIR4294	0
VSTM4	490
FAM170B-AS1	0
FAM170B	0
TMEM273	36
C10orf71-AS1	0
C10orf71	2
DRGX	2
ENSG00000235939	0
ERCC6	1250
HMGB1P50	0
CHAT	162
SLC18A3	166
C10orf53	2
OGDHL	274
MAPK6P6	20
RPL21P89	3
PARG	1080
RPL35AP24	0
TIMM23B	196
TIMM23B-AGAP6	7
SNORA74C-2	0
RNA5SP317	2
ENSG00000285803	3
AGAP6	9
FAM21EP	24
SLC9A3P3	0
WASHC2A	1971
SLC9A3P1	0
ASAH2	70
DYNC1I2P1	108
SGMS1	1796
ENSG00000286401	24
ENSG00000279863	108
ENSG00000225303	0
RNU7-107P	0
SGMS1-AS1	113
SHQ1P1	1
BEND3P1	14
NUTM2HP	2
ENSG00000226168	0
CTSLP4	0
PGGT1BP1	4
ENSG00000287221	4
ASAH2B	198
A1CF	14
ENSG00000229711	0
MIX23P2	0
ENSG00000261368	0
PRKG1	456
ENSG00000223502	0
ENSG00000231132	0
MIR605	0
ENSG00000235279	0
RSU1P3	0
ENSG00000289270	0
CSTF2T	1514
ENSG00000289527	0
PRKG1-AS1	2
DKK1	133
RPL31P44	0
THAP12P3	20
LNCAROD	33
MBL2	4
ENSG00000285958	162
LINC02672	47
SNRPEP8	0
ENSG00000226296	0
RNA5SP318	0
ENSG00000233805	0
PCDH15	10
RNU6-687P	0
ENSG00000234173	0
NEFMP1	0
MIR548F1	0
ENSG00000236958	0
ENSG00000236744	4
ENSG00000223800	0
ENSG00000228048	0
GAPDHP21	8
ENSG00000270541	0
ZWINT	44
ENSG00000287016	0
ENSG00000238707	0
ENSG00000289158	25
MIR3924	0
ENSG00000235810	0
ENSG00000223841	0
MRPS35P3	0
ENSG00000232115	0
IPMK	1018
TPT1P10	0
CISD1	382
ENSG00000228527	0
ENSG00000261076	0
UBE2D1	656
TFAM	1797
BICC1	490
FAM133CP	2
RN7SKP196	0
LINC00844	0
RPLP1P10	0
TRAF6P1	6
PHYHIPL	18
FAM13C	12
ENSG00000236556	0
ENSG00000287969	0
MRPL50P4	0
ENSG00000235140	0
SLC16A9	326
MRLN	0
CCDC6	4054
LINC01553	0
ANK3	2862
ENSG00000232682	2
ENSG00000282121	1
ARL4AP1	0
ANK3-DT	2
CDK1	633
RHOBTB1	2244
RNU2-72P	0
ENSG00000289989	0
LINC00845	2
TMEM26	29
TMEM26-AS1	2
ENSG00000288052	0
CABCOCO1	24
ENSG00000272592	0
LINC02625	0
ENSG00000289834	0
ARID5B	4698
RTKN2	18
LINC02621	0
ENSG00000288011	0
RN7SL591P	0
ZNF365	30
ENSG00000285837	0
LINC02929	0
ENSG00000238280	0
ALDH7A1P4	0
ADO	1045
EGR2	33
ENSG00000289487	0
RNU6-543P	0
ENSG00000224301	0
NRBF2	1613
JMJD1C	5112
TATDN1P1	18
ENSG00000270421	0
MIR1296	4
PRELID1P3	4
JMJD1C-AS1	33
ENSG00000224412	0
REEP3	3008
ENSG00000286373	2
MRPL35P2	0
ENSG00000270352	0
ENSG00000228566	2
RPL7AP50	122
ENSG00000226426	0
DBF4P1	12
RPL17P35	0
CYP2C61P	0
ANXA2P3	0
LINC02671	0
NEK4P3	0
ENSG00000282906	0
MYL6P3	0
ENSG00000233724	0
ENSG00000235356	0
LINC01515	323
CTNNA3	177
ENSG00000273360	0
ENSG00000277056	0
LRRTM3	4
ENSG00000289325	0
ENSG00000225299	0
RPL7AP51	0
MIR7151	0
AKR1B10P1	8
RPL21P92	0
DNAJC12	42
RNU6-1250P	0
RN7SL394P	0
DNAJC19P1	0
ENSG00000272892	2
RNU6-523P	0
RPL12P8	14
SIRT1	1340
HERC4	2258
RPS3AP38	18
RN7SL220P	0
POU5F1P5	0
MYPN	0
RN7SKP202	0
ATOH7	0
LINC02640	0
KRT19P4	0
PBLD	66
HNRNPH3	4740
RUFY2	819
DNA2	164
RPL26P29	0
RNA5SP319	0
SLC25A16	552
RPL26P27	0
TMEM14DP	4
TET1	2260
COX20P1	2
RPS3AP37	0
ENSG00000260400	74
ENSG00000270494	0
CCAR1	2723
SNORD98	0
ENSG00000221184	0
STOX1	92
RNU6-697P	0
ENSG00000285871	0
DDX50	4036
RNU6-571P	0
DDX21	9584
KIFBP	1209
MED28P1	6
ACTBP14	0
SRGN	4152
VPS26A	3144
RPS12P17	10
SUPV3L1	822
ENSG00000229261	0
HKDC1	18
ENSG00000231748	0
HK1	5790
RPS15AP28	0
TACR2	8
ATP5MC1P7	0
TSPAN15	1938
ENSG00000287306	33
TMEM256P1	8
NEUROG3	0
ENSG00000236154	6
MTATP6P23	0
MTCO2P23	0
MTCO1P23	0
MTND2P15	0
MTND1P20	0
FAM241B	48
LINC02651	0
RPL5P26	0
COL13A1	1153
ENSG00000289193	0
LINC02636	4
MACROH2A2	668
AIFM2	103
TYSND1	225
SAR1A	7286
CALM2P2	120
RPS25P9	0
PPA1	2848
NPFFR1	0
LRRC20	56
CEP57L1P1	0
EIF4EBP2	13521
NODAL	44
ENSG00000280401	40
PALD1	366
YY1P1	0
PRF1	0
ADAMTS14	124
TBATA	2
RPS26P40	0
SGPL1	1780
ENSG00000289738	0
PCBD1	555
LINC02622	2
ENSG00000285300	2
ENSG00000289739	0
UNC5B	2857
UNC5B-AS1	14
SLC29A3	250
ENSG00000289607	0
ENSG00000279406	11
CDH23	115
CDH23-AS1	0
ENSG00000289362	0
C10orf105	2
VSIR	1680
MIR7152	0
PSAP	50648
RNU7-38P	0
ENSG00000230526	0
ENSG00000289592	0
CHST3	1424
ENSG00000272988	0
SPOCK2	40
ASCC1	1039
ENSG00000200294	0
RPL15P14	0
ANAPC16	2226
ENSG00000289506	8
DDIT4	2046
DNAJB12	1308
MICU1	1242
RNU6-805P	0
ENSG00000282915	3
SNX19P4	0
ENSG00000226163	0
COX7CP4	0
RN7SL840P	2
HMGN2P34	0
ENSG00000238215	0
MCU	839
MIR4676	0
ENSG00000280166	0
ENSG00000279502	4
ENSG00000272627	0
OIT3	17
NPM1P24	326
PLA2G12B	26
RPL17P50	172
P4HA1	22191
ENSG00000232646	0
ENSG00000237768	5
ENSG00000272630	40
NUDT13	88
ENSG00000272599	0
SNORA11F	0
ECD	1316
FAM149B1	734
DNAJC9	198
EIF4A2P2	2
ENSG00000288559	95
DNAJC9-AS1	21
MRPS16	1183
CFAP70	42
RNU6-833P	0
ANXA7	1830
ENSG00000233144	0
RPL26P6	16
MSS51	116
PPP3CB	2503
PPP3CB-AS1	3
USP54	837
RNU6-883P	4
RPS26P41	0
ENSG00000268584	4
ENSG00000272791	1
MYOZ1	44
SYNPO2L	8
SYNPO2L-AS1	7
AGAP5	4
BMS1P4-AGAP5	0
BMS1P4	6
ENSG00000272140	44
RNA5SP320	0
ENSG00000290737	3
GLUD1P3	65
DUSP8P5	44
ENSG00000270808	1
ENSG00000279088	172
SEC24C	3572
ENSG00000279689	5
FUT11	1650
ENSG00000288823	24
CHCHD1	368
ZSWIM8	2451
ENSG00000280238	0
ZSWIM8-AS1	0
ENSG00000272916	0
NDST2	4
CAMK2G	839
CAMK2G-AS1	0
ENSG00000229990	0
PLAU	1752
C10orf55	4
VCL	14640
ENSG00000225761	0
AP3M1	2715
ADK	614
TIMM9P1	0
RPSAP6	2
RAB5CP1	0
ENSG00000232342	3
MRPL35P3	0
NDUFA8P1	0
POLR3DP1	0
FAM32CP	0
ENSG00000272748	0
KAT6B	1469
ENSG00000234149	0
ENSG00000227186	0
DUSP29	0
ENSG00000285810	0
PPIAP13	4
DUSP13	10
SAMD8	3005
RPS26P42	0
VDAC2	5920
COMTD1	25
ZNF503-AS1	0
RPL39P25	0
HMGA1P5	0
ENSG00000270087	0
ENSG00000223428	0
SPA17P1	0
ZNF503	1581
ZNF503-AS2	201
ENSG00000273248	0
ENSG00000272692	9
ENSG00000236842	0
LRMDA	130
ENSG00000279814	0
MIR606	0
ENSG00000286715	0
ENSG00000268659	0
ENSG00000228280	0
RN7SL518P	0
RNU6-673P	0
ENSG00000278992	0
ENSG00000230575	0
ENSG00000269256	1
ENSG00000252888	0
ATP5MC1P8	0
KCNMA1	1810
KCNMA1-AS1	0
KCNMA1-AS2	0
ENSG00000224500	0
KCNMA1-AS3	0
COX6CP15	0
RNA5SP321	2
ENSG00000213514	8
ENSG00000277981	0
RNU6-1266P	17
IMPDH1P5	26
ENSG00000228748	35
DLG5	2534
ENSG00000204049	0
RN7SL284P	0
DLG5-AS1	2
POLR3A	1910
H2AZP5	0
RPS24	32708
GNAI2P2	2
ENSG00000283096	0
ENSG00000282863	3
LINC00595	30
ENSG00000288090	6
ENSG00000229543	3
ENSG00000230229	0
SNORA71	0
ENSG00000282952	4
ENSG00000228683	0
ZMIZ1-AS1	41
ENSG00000229569	0
ZMIZ1	8533
PPIF	2210
ZCCHC24	3744
ENSG00000235426	0
TPRX1P1	0
ENSG00000241317	0
ENSG00000235705	0
EIF5AL1	158
ENSG00000271985	0
RPS12P18	0
SFTPA2	18
MBL3P	2
SFTPA3P	0
SFTPA1	6
LINC02679	0
ENSG00000244733	29
NUTM2B-AS1	338
ENSG00000272489	0
ENSG00000280355	68
