# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-p" "-t" "exon" "-g" "gene_name" "-a" "/home/alexto22/00_reference/GRCh38.p14_DNA_primary_assembly_index/gencode.v44.primary_assembly.annotation.gtf" "-o" "./featurecounts/b1s_sorted_featurecounts.txt" "./bam_sorted/b1s_sorted.bam" 
Geneid	./bam_sorted/b1s_sorted.bam
OPLAH	356
MIR6846	0
ENSG00000255224	30
ENSG00000290230	0
EXOSC4	8
MIR6847	0
GPAA1	1682
CYC1	2112
SHARPIN	1377
MAF1	2543
WDR97	18
HGH1	468
TSSK5P	48
MROH1	1550
BOP1	726
MIR7112	0
SCX	42
HSF1	3140
DGAT1	1463
ENSG00000254690	0
MIR6848	0
SCRT1	2
SLC52A2	901
TMEM249	2
ENSG00000271698	0
FBXL6	188
ADCK5	251
CPSF1	4943
MIR939	0
MIR1234	0
MIR6849	0
ENSG00000272115	2
SLC39A4	440
VPS28	2005
TONSL	592
MIR6893	0
TONSL-AS1	4
ZFTRAF1	339
ENSG00000291316	0
ENSG00000254578	0
TMEM276	82
KIFC2	452
FOXH1	311
PPP1R16A	267
ENSG00000255182	14
GPT	22
MFSD3	241
RECQL4	519
ENSG00000265393	0
LRRC14	683
LRRC24	0
C8orf82	520
ARHGAP39	393
ENSG00000255456	0
ENSG00000254533	0
ENSG00000290885	0
ENSG00000255085	2
ENSG00000263612	4
ZNF251	991
ZNF34	239
RN7SL395P	0
RPL8	50770
MIR6850	0
ZNF517	544
ZNF7	892
COMMD5	480
ENSG00000286681	18
ZNF250	689
ZNF16	534
ZNF252P	901
ENSG00000255164	0
TMED10P1	0
ZNF252P-AS1	0
ENSG00000255530	0
ENSG00000255000	0
C8orf33	2964
DDX11L5	0
WASHC1	313
MIR1302-9HG	0
MIR1302-9	0
FAM138C	0
ENSG00000284986	0
PGM5P3-AS1	7
ENSG00000227917	0
LINC01388	2
FOXD4	9
ZNG1A	1182
ENSG00000287480	13
DOCK8-AS1	18
DOCK8	5021
ENSG00000235880	0
DOCK8-AS2	14
KANK1	4205
RPL12P25	0
ENSG00000228115	0
RNU6-1327P	0
EIF1P1	0
ENSG00000227914	0
DMRT1	60
DMRT3	36
RNU6-1073P	0
H3P29	0
ENSG00000286684	2
LINC01230	0
DMRT2	51
ENSG00000224836	0
RPS27AP14	0
ENSG00000233575	0
RNA5SP279	0
ENSG00000287465	0
ENSG00000224092	0
SMARCA2	8090
SMARCA2-AS1	0
RNU2-25P	0
RN7SL592P	0
VLDLR-AS1	196
ENSG00000231052	0
VLDLR	5263
ENSG00000286670	0
KCNV2	4
PUM3	2641
ENSG00000289552	0
GPS2P1	4
ATP5PDP2	0
CARM1P1	0
ENSG00000291284	0
ENSG00000290482	0
LINC01231	0
RFX3	1154
ENSG00000215297	0
ENSG00000288963	5
RFX3-DT	53
ENSG00000237359	0
ENSG00000226669	0
GLIS3	404
ENSG00000236724	0
GLIS3-AS1	0
ENSG00000230001	0
GLIS3-AS2	0
RNU6-694P	0
SLC1A1	1197
SPATA6L	128
ENSG00000225893	0
PLPP6	622
CDC37L1-DT	4
CDC37L1	978
AK3	4245
ENSG00000287759	14
ECM1P1	0
ENSG00000220105	0
RCL1	682
KLF4P1	0
MIR101-2	0
ENSG00000228165	0
HNRNPA1P41	18
JAK2	2006
CSNK1G2P1	2
PDSS1P1	2
MTND6P5	0
MTND1P11	2
MTCO1P11	0
MTCO2P11	0
MTATP6P11	0
MTCO3P11	0
MTND4P14	0
MTND5P14	0
TCF3P1	2
IGHEP2	0
INSL6	0
ENSG00000237553	0
INSL4	16
RLN2	4
HMGN2P31	0
RLN1	18
ENSG00000272866	0
ENSG00000231967	6
PLGRKT	570
RNF152P1	1
CD274	426
ENSG00000286162	25
PDCD1LG2	349
ENSG00000231509	0
RIC1	3438
ENSG00000225408	4
ERMP1	4468
AK4P4	2
KIAA2026	3717
MLANA	36
MIR4665	0
RANBP6	2265
ENSG00000228739	0
GTF3AP1	0
IL33	190
ENSG00000228132	0
SELENOTP1	18
TPD52L3	0
UHRF2	2569
ENSG00000233367	0
GLDC	1948
RN7SL25P	0
ENSG00000237158	2
RPL23AP57	120
ENSG00000236924	19
RN7SL123P	0
RPS3AP54	10
RNF2P1	10
RPL35AP20	2
LINC02851	1
ENSG00000225489	30
KDM4C	2170
PRELID3BP11	0
SNRPEP2	44
ACTG1P14	0
ENSG00000224972	1
ENSG00000285688	8
ENSG00000288042	0
RPL4P5	476
PPIAP33	30
ENSG00000273056	4
DMAC1	1787
ENSG00000231902	0
ENSG00000226376	0
PTPRD	5588
ENSG00000235389	0
ENSG00000212695	2
RNU7-185P	0
PTPRD-AS1	98
ENSG00000234021	0
RPS26P3	20
RN7SL5P	8
ENSG00000230920	0
ENSG00000234360	0
PTPRD-DT	0
ENSG00000232035	0
ENSG00000227138	0
IMP3P1	0
ENSG00000270372	0
AKAP8P1	0
ENSG00000230365	0
ENSG00000286474	6
ENSG00000275130	0
ENSG00000285784	0
ENSG00000224935	0
JKAMPP1	0
RNU2-47P	0
TYRP1	429
LURAP1L-AS1	9
RN7SL849P	0
LURAP1L	981
ENSG00000285637	52
PRDX1P1	27
ENSG00000234586	0
MPDZ	6631
ENSG00000234740	9
ENSG00000223672	0
ENSG00000226197	0
LINC01235	2
ENSG00000288556	0
LINC00583	0
PES1P2	0
ENSG00000235533	0
ENSG00000289185	0
RPL3P11	0
ATP5PDP3	0
NFIB	1101
RPL7AP47	0
ENSG00000288876	6
NFIB-AS1	0
ENSG00000289969	0
ENSG00000287708	0
ENSG00000237137	0
ENSG00000273399	0
ENSG00000272871	12
CDCA4P1	0
ZDHHC21	923
CER1	342
FREM1	14634
ENSG00000286500	4
ENSG00000283647	7
RNU6-1260P	0
ENSG00000291185	773
LDHAP4	0
ENSG00000215237	39
CLCN3P1	2
PSIP1P1	34
RNU6-559P	0
TTC39B	1539
RPL7P33	0
SNAPC3	2537
RNU6-319P	0
PSIP1	5759
ENSG00000278754	0
RN7SL98P	0
FTH1P12	336
RNU6-246P	0
CCDC171	204
HMGN2P16	0
RNU6-14P	0
LINC03041	2
BNC2	3855
ENSG00000231756	0
ENSG00000230694	0
BNC2-AS1	2
LSM1P1	0
ENSG00000237153	0
ENSG00000285169	0
RN7SL720P	0
RPS29P33	0
RPL31P42	0
CNTLN	1661
SAMM50P1	2
SH3GL2	190
PABPC1P11	0
ADAMTSL1	1100
ENSG00000227167	0
MIR3152	0
RN7SKP258	0
RAP1BP1	0
SAXO1	23
ENSG00000236680	4
RRAGA	4002
HAUS6	2321
SCARNA8	2
RNU6-264P	0
PLIN2	25553
ENSG00000232176	687
DENND4C	6548
ENSG00000232978	2
ENSG00000272842	3
ENSG00000273226	92
RPS6	61077
NDUFA5P3	0
ENSG00000285911	0
ACER2	425
ENSG00000260912	397
MAP1LC3BP1	6
SLC24A2	149
C11orf98P1	0
ENSG00000286685	0
ENSG00000276667	0
ENSG00000261402	6
ENSG00000270712	0
ENSG00000277711	2
ENSG00000237434	0
MLLT3	1833
MIR4473	0
RNU4-26P	0
MIR4474	0
RPL7AP48	0
FOCAD	4433
FOCAD-AS1	0
MIR491	2
SNORA30B	0
HACD4	1298
IFNNP1	0
IFNB1	152
IFNWP4	0
ENSG00000275980	0
IFNW1	0
IFNA21	0
IFNWP15	0
IFNA4	0
IFNWP9	0
IFNA7	0
IFNA10	0
IFNWP18	0
IFNA16	0
IFNA17	0
IFNWP5	0
IFNA14	0
IFNA22P	1
IFNA5	0
IFNA20P	2
KLHL9	5438
IFNA6	0
IFNA13	0
MIR31HG	23
IFNA2	0
ENSG00000261696	0
IFNA11P	0
IFNA12P	0
IFNA8	4
IFNWP2	0
IFNA1	0
IFNWP19	0
IFNE	0
MIR31	0
H3P30	0
KHSRPP1	18
RN7SL151P	0
MTAP	2489
ENSG00000264545	0
TUBB8P1	2
ENSG00000265194	8
ENSG00000279670	12
ERVFRD-3	0
CDKN2A-DT	0
CDKN2A	34
CDKN2B-AS1	27
ENSG00000266446	0
CDKN2B	568
UBA52P6	0
ENSG00000274055	0
ENSG00000277653	0
ENSG00000236921	0
DMRTA1	252
LINC01239	18
ENSG00000284418	0
CLIC4P1	14
ENSG00000224549	2
ENSG00000287696	0
ENSG00000283982	8
SUMO2P2	0
ENSG00000233906	0
NOP56P2	0
ELAVL2	223
ENSG00000287843	0
ENSG00000231460	0
ENSG00000237414	0
ENSG00000277608	0
ENSG00000287139	0
IZUMO3	0
ENSG00000269957	0
RMRPP5	0
RN7SKP120	0
ENSG00000287318	0
TUSC1	710
LINC01241	0
GARIN3P1	0
ENSG00000276759	0
ENSG00000279256	0
ENSG00000254261	22
ENSG00000252580	0
ENSG00000253400	45
CAAP1	915
H3P31	2
RN7SL100P	0
PLAA	4676
IFT74	1035
IFT74-AS1	0
LRRC19	323
ENSG00000254396	0
TEK	1654
RNA5SP280	0
RPL36AP34	0
LINC00032	6
EQTN	0
MOB3B	2125
ENSG00000237734	6
ENSG00000287355	2
IFNK	2
ENSG00000285103	74
C9orf72	1742
CTAGE12P	20
ENSG00000260390	1
ENSG00000260412	0
LINGO2	1064
ENSG00000229060	0
ENSG00000287551	0
KCTD10P1	0
MIR876	0
MIR873	0
ENSG00000287038	52
ENSG00000230276	0
ENSG00000277646	0
ENSG00000229834	0
ME2P1	0
LINC01242	3
SLC4A1APP1	34
CDRT15P5	0
RBMXP2	32
KRT18P66	0
KRT18P36	0
RPS26P2	0
FTLP4	0
HSPA8P17	0
ENSG00000223421	0
SLC25A6P2	0
LINC01243	0
MTATP6P30	0
MTCO3P30	0
HMGB3P23	0
RNA5SP281	0
SLC25A5P8	0
ACO1	3634
RIGI	215
ENSG00000288684	0
TOPORS	2544
SMIM27	75
NDUFB6	1160
DFFBP1	5
TAF1L	28
ENSG00000223440	0
ENSG00000230516	0
SNRPCP1	0
ENSG00000230867	4
TMEM215	220
ENSG00000236796	0
ENSG00000231193	0
APTX	1650
BOLA3P4	0
ASS1P12	0
TCEA1P4	4
LAGE3P1	2
DNAJA1	21173
SMU1	4808
B4GALT1	17604
B4GALT1-AS1	24
RNU4ATAC15P	0
SPINK4	4
BAG1	2853
CHMP5	4938
NFX1	4527
AQP7	52
ENSG00000286322	0
AQP3	824
ENSG00000270542	0
NOL6	2493
MIR6851	0
SUGT1P1	37
ENSG00000228072	0
ANKRD18B	317
ENSG00000225123	0
SNX18P7	53
CYP4F26P	40
PRSS3P4	0
TRBV20OR9-2	0
ANXA2P2	884
TRBV21OR9-2	0
TRBV22OR9-2	0
TRBV23OR9-2	0
TRBV24OR9-2	0
TRBV25OR9-2	0
PTENP1	407
PTENP1-AS	22
TRBV26OR9-2	9
ENSG00000260947	162
ENSG00000287063	8
ENSG00000227301	0
ENSG00000287495	0
UBE2R2-AS1	19
PRSS3	58
TRBV29OR9-2	0
UBE2R2	10206
RNU4ATAC11P	0
UBAP2	3926
SNORD121B	0
SNORD121A	0
OSTCP8	0
ENSG00000288949	14
RN7SKP114	0
ENSG00000228352	4
DCAF12	4619
TUBB4BP2	0
ENSG00000239392	4
UBAP1	3236
RPL35AP2	0
ENSG00000279336	0
RNA5SP282	1
ENSG00000233668	16
KIF24	286
RNU2-50P	0
SERPINH1P1	50
NUDT2	614
MYORG	2161
C9orf24	4
FAM219A	2572
DNAI1	13
RN7SKP24	0
ENHO	33
ENSG00000230729	0
ENSG00000232983	0
CNTFR	2782
CNTFR-AS1	15
RPP25L	370
DCTN3	1328
ARID3C	12
SIGMAR1	4540
GALT	155
ENSG00000258728	78
IL11RA	63
CCL27	0
ENSG00000261215	4
ENSG00000187186	5
ENSG00000230074	215
CCL19	0
ENSG00000288583	9
CCL21	4
FAM205A	1
ENSG00000287368	2
FAM205BP	0
ENSG00000290768	0
FAM205C	0
GLULP4	48
YWHAZP6	12
PHF24	192
DNAJB5-DT	2
DNAJB5	784
ENSG00000273597	0
ENSG00000279489	0
SYF2P2	0
ENSG00000286782	5
ENSG00000287868	5
ENSG00000279608	11
C9orf131	6
RN7SL338P	0
VCP	21667
ENSG00000288699	0
FANCG	762
PIGO	1399
PIGO-AS1	0
STOML2	3453
ATOSB	1492
ENSG00000215198	2
UNC13B	3883
ENSG00000279083	0
ATP8B5P	32
ZFAND6P1	0
RUSC2	1440
ENSG00000287287	2
RPL36AP33	2
FAM166B	6
RPS29P17	0
ENSG00000288586	42
TESK1	2112
MIR4667	0
CD72	108
ENSG00000231393	2
ENSG00000227933	8
SIT1	20
RMRP	20
CCDC107	54
ARHGEF39	141
RN7SL22P	0
CA9	28
TPM2	3082
TLN1	19929
MIR6852	0
CREB3	2109
MIR6853	0
GBA2	3241
RGP1	2788
MSMP	0
ENSG00000228843	0
ENSG00000227388	4
NPR2	1182
SPAG8	7
HINT2	2
ENSG00000285645	0
TMEM8B	1872
FAM221B	0
OR13E1P	0
OR13J1	0
NDUFA5P4	0
HRCT1	2
SPAAR	0
ENSG00000287986	2
PGAM1P2	4
OR2S2	0
ENSG00000290538	1
YBX1P10	513
OR13C6P	0
OR13C7	0
OR2S1P	0
OR2AM1P	0
RECK	2333
ENSG00000276730	0
GLIPR2	1553
CCIN	6
CLTA	10327
GNE	1522
RNU4-53P	0
HMGB3P24	21
RNF38	3558
MELK	1457
ENSG00000288571	0
ENSG00000287514	2
MIR4475	0
PAX5	80
ENSG00000258885	0
MIR4540	0
MIR4476	0
ENSG00000250850	0
RPL32P21	0
LINC01400	0
ENSG00000260100	0
EBLN3P	3859
ENSG00000233242	0
ZCCHC7	1641
ENSG00000228292	0
RNU6-677P	0
LINC01627	0
GRHPR	3079
CHCHD4P3	0
ZBTB5	1862
KCTD9P3	2
POLR1E	1248
RPL21P83	0
ENSG00000234160	65
FBXO10	521
ENSG00000256966	0
TOMM5	47
ENSG00000255872	0
RAB1C	60
FRMPD1	62
RN7SKP171	0
TRMT10B	332
EXOSC3	835
ENSG00000289295	40
DCAF10	4252
ENSG00000232454	6
PAICSP1	4
SLC25A51	594
TMX2P1	231
SHB	655
RNU7-124P	0
ENSG00000223716	0
ALDH1B1	1124
IGFBPL1	1612
ENSG00000291061	21
ARMC8P1	0
ENSG00000283162	0
TCEA1P3	0
GAS2L1P1	2
VN1R48P	0
ENSG00000243085	0
FAM220BP	0
ANKRD18A	173
CYP4F33P	0
ENSG00000290907	14
SNX18P3	1
FAM201A	29
YWHABP1	0
ENSG00000284612	0
RNU6-765P	0
FAM240B	4
ENSG00000228467	0
ENSG00000287838	14
VN2R3P	0
CNTNAP3	204
RBM17P1	0
ENSG00000271454	0
ENSG00000243695	0
RN7SL640P	0
SPATA31A1	4
ENSG00000277024	0
FAM74A1	0
ENSG00000224038	0
ENSG00000231140	0
ENSG00000290717	0
ZNF658B	34
SKP1P3	0
FKBP4P2	2
SDR42E1P1	0
ATP5F1AP8	0
GLIDR	12
RAB28P1	0
RBPJP5	6
ENSG00000229273	0
ENSG00000291181	2
ENSG00000283886	1
FGF7P3	0
RN7SL763P	0
ENSG00000232798	0
ENSG00000284116	0
RPL7AP49	0
ENSG00000237846	0
CDRT15P14	0
ENSG00000228136	0
ENSG00000236966	0
ENSG00000283211	0
MEP1AP1	4
ENSG00000291287	0
ANKRD20A2P	0
ENSG00000240240	0
RNU6-1269P	0
ENSG00000290969	0
ENSG00000234812	0
SNX18P8	0
FAM95B1	8
ENSG00000224681	0
CNN2P2	0
GXYLT1P3	4
ENSG00000274157	0
AQP7P5	0
ENSG00000274067	0
ENSG00000290546	0
ENSG00000184906	0
BMS1P14	0
ENSG00000289843	71
ENSG00000276266	0
IGKV1OR9-2	0
ENSG00000276963	0
RNU6-156P	0
ENSG00000275390	0
ENSG00000276868	0
MIR1299	0
ENSG00000291075	189
FRG1HP	0
PGM5P2	56
ENSG00000280077	102
ENSG00000279456	24
ENSG00000225655	2
LINC03025	4
FOXD4L6	0
ZNG1F	336
MIR4477A	0
RNA5SP530	0
ENSG00000279561	32
PTGER4P2-CDK2AP2P2	10
CDK2AP2P1	0
MYO5BP1	0
ENSG00000276502	0
ENSG00000290848	7
CDRT15P6	0
ENSG00000288891	15
RPL7AP45	19
ENSG00000277340	0
RN7SL565P	0
ENSG00000288225	0
ENSG00000278077	0
ENSG00000278054	0
ENSG00000276412	18
FAM242F	0
ENSG00000274688	0
ENSG00000278001	0
ENSG00000275297	4
CNTNAP3B	43
RBM17P3	0
ENSG00000270909	0
RN7SL343P	0
SPATA31A6	1
ENSG00000239986	0
FAM74A7	0
ENSG00000276277	0
ENSG00000275649	0
FKBP4P6	16
SDR42E1P2	0
ATP5F1AP1	0
RAB28P3	0
RBPJP6	0
FAM88E	0
ENSG00000212952	0
ENSG00000229311	2
FGF7P5	0
ENSG00000230245	0
FGF7P4	0
ENSG00000233424	0
ENSG00000291170	0
CNTNAP3P7	0
ADGRF5P2	0
MEP1AP4	16
ENSG00000291166	2
ENSG00000286793	0
ANKRD20A7P	1
RNU6-599P	0
ENSG00000273900	0
SNX18P5	0
CYP4F60P	0
ENSG00000229079	0
CNN2P4	6
ENSG00000276128	16
ENSG00000277737	0
ENSG00000291167	0
ENSG00000286506	0
ENSG00000287800	0
ENSG00000286916	0
ENSG00000277598	0
SPATA31A5	0
ENSG00000275628	0
FAM74A6	0
ENSG00000276422	0
ENSG00000278485	0
ENSG00000283541	4
SPATA31A7	0
ENSG00000277412	0
ENSG00000276149	0
FAM74A4	0
ENSG00000275676	0
CNTNAP3C	12
RN7SL462P	0
ENSG00000277109	0
FAM242D	0
ENSG00000204814	0
ENSG00000231454	0
RN7SL722P	0
FAM27C	52
ENSG00000235659	4
ENSG00000223379	0
FAM242E	0
ENSG00000276845	0
ENSG00000284471	6
RPL7AP76	2
ENSG00000231212	0
ENSG00000236450	0
RN7SL544P	0
FAM88C	0
ENSG00000291011	2
ENSG00000233651	0
ENSG00000226429	0
FGF7P6	0
ENSG00000224603	0
LINC01189	2
FGF7P7	0
FAM88F	4
CNTNAP3P5	0
RBPJP7	0
RAB28P2	0
ENSG00000234451	0
ATP5F1AP7	0
SDR42E1P3	0
FKBP4P7	2
ENSG00000288838	119
LINC01410	63
ENSG00000287168	176
RNA5SP283	0
ENSG00000229422	2
PTGER4P2	2
CDK2AP2P2	10
LERFS	7
MYO5BP2	0
ADGRF5P1	12
FGF7P8	6
FAM88B	11
CNTNAP3P1	1
ENSG00000244081	0
BMS1P9	26
ENSG00000290573	0
ENSG00000182021	0
AQP7P4	0
ENSG00000290549	20
AQP7P1	2
ENSG00000228522	0
ENSG00000290559	0
BMS1P10	0
RPL7AP46	0
ENSG00000234042	2
CDRT15P7	0
ENSG00000224267	0
ENSG00000225360	0
MYO5BP3	2
CDK2AP2P3	0
PTGER4P3	0
ENSG00000225411	4
RNA5SP284	0
DUX4L50	48
MIR4477B	10
FRG1JP	12
ENSG00000204790	2
FLJ43315	0
ENSG00000288690	0
ENSG00000288694	0
ENSG00000285580	0
ANKRD20A5P	30
ANKRD20A4P	0
RNU6-1193P	0
ENSG00000289725	14
SNX18P9	4
ENSG00000229156	0
CYP4F25P	0
ENSG00000224762	0
CNN2P3	0
GXYLT1P6	2
ENSG00000277869	0
AQP7P2	0
ENSG00000290586	0
ENSG00000176134	0
BMS1P11	25
ENSG00000235932	0
IGKV1OR-2	0
BNIP3P4	0
ENSG00000197550	12
ENSG00000223602	0
RNU6-1293P	0
ENSG00000290579	4
ENSG00000287988	0
BMS1P12	22
ENSG00000236252	0
ENSG00000267085	0
IGKV1OR9-1	0
FOXD4L5	4
ZNG1DP	67
ENSG00000287329	0
FRG1KP	0
ZNG1E	396
FOXD4L4	0
IGKV1OR-3	0
ENSG00000237904	0
ENSG00000235893	0
BMS1P13	0
ENSG00000290938	0
ENSG00000279955	0
AQP7P3	0
ENSG00000274893	0
ENSG00000273668	0
GXYLT1P4	4
ENSG00000278068	0
ENSG00000278720	0
ENSG00000290970	0
ENSG00000286945	0
CYP4F59P	0
SNX18P4	0
ANKRD20A3P	0
ENSG00000276257	0
ENSG00000290971	0
RNU6-538P	0
ENSG00000284611	0
ENSG00000284658	0
CDRT15P12	0
RBPJP2	0
RAB28P4	0
ATP5F1AP10	0
SDR42E1P4	0
FKBP4P8	0
ZNF658	314
ENSG00000277490	0
ENSG00000277350	0
ENSG00000276039	0
FAM74A3	0
ENSG00000276348	0
ENSG00000274820	0
SPATA31A3	2
CNTNAP3P2	30
RN7SL422P	0
ENSG00000277575	0
RBM17P2	0
ENSG00000276204	0
ENSG00000276898	6
FAM27E3	88
FAM27B	2
ENSG00000275493	13
RN7SL787P	0
ENSG00000277618	0
ANKRD20A1	38
RNU6-368P	0
ENSG00000226904	0
ZNG1C	168
ENSG00000279706	0
FOXD4L3	0
ENSG00000225337	0
PGM5	3159
PGM5-AS1	17
ENSG00000233178	28
ENSG00000229019	7
TMEM252	28
TMEM252-DT	0
LINC01506	4
ENSG00000224025	8
PIP5K1B	291
PABIR1	1668
ENSG00000236998	0
ENSG00000236733	0
RNU6-820P	0
ENSG00000288771	4
PRKACG	0
ENSG00000285130	20
FXN	433
ENSG00000270236	6
TJP2	168
BANCR	50
ENTREP1	90
APBA1	217
ENSG00000243888	0
ENSG00000229312	0
ENSG00000261447	0
PTAR1	3906
CFAP95-DT	6
CFAP95	459
RN7SL570P	0
MAMDC2-AS1	24
MAMDC2	290
RNU2-5P	0
SMC5-DT	53
RPL24P8	314
SMC5	4240
ENSG00000274421	0
KLF9	548
ENSG00000289159	0
TRPM3	139
RN7SL726P	0
ENSG00000232086	0
ENSG00000223966	0
MIR204	0
PIGUP1	0
ENSG00000289163	0
RPL35AP21	0
CEMIP2	12212
ENSG00000271166	0
ABHD17B	1462
C9orf85	1007
HSPB1P1	44
C9orf57	0
ENSG00000286823	0
BTF3P4	22
GDA	905
ENSG00000235523	0
ENSG00000233933	0
RNA5SP285	0
LINC01504	76
ZFAND5	11905
ENSG00000288865	0
ENSG00000230003	0
ENSG00000225947	0
TMC1	19
ENSG00000289993	6
RPS20P24	8
RPS27AP15	0
LINC01474	4
ALDH1A1	3940
CYP1D1P	0
ANXA1	12232
DPP3P2	6
ENSG00000286840	0
ENSG00000232590	0
ENSG00000236701	1
RNA5SP286	0
ENSG00000223368	0
ENSG00000227809	0
RORB-AS1	0
RORB	4
ENSG00000286944	0
TRPM6	133
RN7SKP47	0
RPSAP75	0
RNU6-445P	0
ENSG00000224297	0
C9orf40	559
CARNMT1-AS1	10
CARNMT1	1632
ENSG00000229587	3
ENSG00000278040	0
NMRK1	1713
OSTF1	4134
RNU6-1228P	0
ENSG00000235707	0
ENSG00000236376	0
OTX2P1	0
PCSK5	3989
RBM22P5	0
RFK	1845
RPSAP9	185
GCNT1	5989
H3P32	1
PPIAP87	0
PRUNE2	569
PCA3	4
ENSG00000274326	0
ENSG00000277320	0
ENSG00000286332	0
DNAJB5P1	0
LYPLA2P3	0
ENSG00000229857	2
FOXB2	0
ATP5MFP3	0
RFC5P1	0
VPS13A-AS1	0
VPS13A	4208
GNA14	554
GNA14-AS1	0
NUTF2P3	0
RNU6-1303P	0
GNAQ	7715
ENSG00000233457	0
RN7SKP59	0
ASS1P3	0
RPL21P84	0
ENSG00000234819	2
ENSG00000289440	12
CEP78	1838
PSAT1	7198
ENSG00000270627	0
MTND2P8	0
KRT18P24	0
ENSG00000260995	0
CHCHD2P9	28
LNCARSR	0
TLE4	6300
ENSG00000270691	4
NPAP1P6	0
ENSG00000232494	0
ENSG00000260564	0
ENSG00000279715	0
ENSG00000280366	13
LINC01507	14
NPAP1P4	0
MTCO1P51	0
MTND2P9	0
RPS19P6	0
ENSG00000226798	2
RPS20P25	0
ENSG00000237072	0
TLE1	5727
TLE1-DT	14
RNU6-1035P	0
RNA5SP287	0
ENSG00000200969	0
SPATA31D5P	6
ENSG00000230846	0
SPATA31D4	0
ENSG00000267559	0
SPATA31D3	0
SPATA31D2P	0
ENSG00000290551	0
SPATA31D1	0
SPATA31B1P	0
DDX10P2	12
ENSG00000235377	0
ENSG00000225085	0
MTCO3P40	0
ENSG00000228430	0
ENSG00000228123	0
ENSG00000232749	0
ENSG00000278988	0
ENSG00000286612	0
RPS6P12	5
RASEF	896
ENSG00000286451	26
RN7SKP242	0
ENSG00000273806	0
FRMD3-AS1	10
FRMD3	99
ENSG00000237529	0
RNU4-29P	0
RNU4-15P	0
IDNK	95
UBQLN1	8857
UBQLN1-AS1	60
GKAP1	385
ENSG00000226877	0
ENSG00000231616	2
KIF27	363
C9orf64	1330
HNRNPK	32693
MIR7-1	0
HNRNPK-AS1	2
RMI1	680
ENSG00000227463	2
ENSG00000270166	2
SLC28A3	281
SLC28A3-AS1	0
ENSG00000285987	15
ENSG00000228095	0
NTRK2	7070
UBE2V1P10	0
ENSG00000285556	0
ENSG00000287930	6
ENSG00000285634	4
STK33P1	0
AGTPBP1	2498
ENSG00000234424	5
ENSG00000229454	0
ENSG00000230303	7
ENSG00000290924	25
ENSG00000165121	19
ENSG00000289214	2
PHB1P7	0
ENSG00000231741	0
NAA35	3061
GOLM1	15755
ENSG00000287333	2
ENSG00000233713	0
C9orf153	0
ENSG00000270688	0
RN7SKP264	0
ISCA1	2504
TUT7	3836
ENSG00000214908	2
ENSG00000235819	0
RNU2-36P	0
ENSG00000232211	2
LINC02834	0
ENSG00000288575	2
GAS1	3101
GAS1RR	86
LINC02893	521
CDC20P1	69
NFYCP2	6
LINC02872	6
ENSG00000288903	0
ENSG00000212421	0
ENSG00000289166	4
ENSG00000288968	8
ENSG00000228373	0
ENSG00000286842	2
DAPK1	7596
ENSG00000219928	72
DAPK1-IT1	3
CTSL	26846
EIF3JP3	0
CTSL3P	40
ENSG00000276478	0
FBP2P1	0
ELF2P3	0
NPAP1P7	0
ENSG00000290881	0
CTSLP8	15
ENSG00000233884	0
ENSG00000290882	3
NPAP1P9	0
ENSG00000290883	0
ENSG00000234460	0
SPATA31E1	6
SPATA31C1	0
ENSG00000289459	0
ENSG00000238110	4
ENSG00000283205	0
CDK20	506
RNU6-86P	0
RPS10P3	70
LINC03026	43
ENSG00000225385	2
SPATA31C2	0
ENSG00000276535	0
ENSG00000279154	0
ENSG00000204429	12
ENSG00000229288	0
RPSAP49	0
ENSG00000287769	124
SPIN1	10316
ENSG00000275017	4
HNRNPA1P14	8
RPL21P85	0
NXNL2	6
LINC02843	0
ENSG00000286414	2
MIR4289	0
PCNPP2	0
ENSG00000228658	0
S1PR3	16347
SHC3	284
ENSG00000224945	14
CKS2	1656
MIR3153	1
SECISBP2	3465
SEMA4D	2094
PA2G4P6	16
ENSG00000225460	0
ENSG00000285907	29
GADD45G	460
LINC03062	10
ENSG00000236507	0
ENSG00000226206	0
ENSG00000237626	2
MIR4290HG	0
MIR4290	0
IL6RP1	0
ENSG00000278382	0
ENSG00000279503	0
OR7E31P	0
OR7E116P	0
LINC01508	119
LINC01501	10
DIRAS2	696
OR7E109P	0
OR7E108P	2
SYK	4078
ENSG00000287212	0
ENSG00000228216	0
LINC02957	0
ENSG00000237422	3
LINC02937	22
LINC00484	8
ENSG00000230147	2
ENSG00000289123	0
ENSG00000273381	14
AUH	882
NFIL3	3763
ENSG00000233081	8
ROR2	2877
PAICSP2	0
MIR3910-1	0
MIR3910-2	0
SPTLC1	6008
RPL21P82	0
HSPE1P22	0
ENSG00000275756	0
MTATP6P29	1
MTCO3P29	4
MTND3P23	2
MTND4LP7	0
MTND4P15	2
ENSG00000234537	6
ENSG00000290644	35
LINC00475	0
ENSG00000236717	0
BEND3P2	2
PRSS47P	0
ENSG00000290645	0
ENSG00000236115	4
IARS1	18777
MIR3651	0
SNORA84	0
NOL8	3076
CENPP	255
ENSG00000229530	0
OGN	1324
OMD	0
ASPN	134
ECM2	218
MIR4670	0
ENSG00000225551	0
ENSG00000285650	2
IPPK	326
RPL21P86	0
