# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-p" "-t" "exon" "-g" "gene_name" "-a" "/home/alexto22/00_reference/GRCh38.p14_DNA_primary_assembly_index/gencode.v44.primary_assembly.annotation.gtf" "-o" "./featurecounts/b1c_sorted_featurecounts.txt" "./bam_sorted/b1c_sorted.bam" 
Geneid	./bam_sorted/b1c_sorted.bam
CYP2C61P	0
ANXA2P3	2
LINC02671	16
NEK4P3	0
ENSG00000282906	0
MYL6P3	0
ENSG00000233724	0
ENSG00000235356	0
LINC01515	539
CTNNA3	314
ENSG00000273360	0
ENSG00000277056	0
LRRTM3	35
ENSG00000289325	0
ENSG00000225299	0
RPL7AP51	0
MIR7151	0
AKR1B10P1	8
RPL21P92	0
DNAJC12	141
RNU6-1250P	0
RN7SL394P	0
DNAJC19P1	0
ENSG00000272892	0
RNU6-523P	0
RPL12P8	10
SIRT1	2352
HERC4	3603
RPS3AP38	30
RN7SL220P	0
POU5F1P5	0
MYPN	0
RN7SKP202	0
ATOH7	2
LINC02640	0
KRT19P4	0
PBLD	653
HNRNPH3	8427
RUFY2	898
DNA2	665
RPL26P29	6
RNA5SP319	0
SLC25A16	1187
RPL26P27	2
TMEM14DP	6
TET1	3774
COX20P1	6
RPS3AP37	4
ENSG00000260400	235
ENSG00000270494	0
CCAR1	5047
SNORD98	0
ENSG00000221184	11
STOX1	370
RNU6-697P	0
ENSG00000285871	0
DDX50	4526
RNU6-571P	0
DDX21	7122
KIFBP	1849
MED28P1	0
ACTBP14	2
SRGN	8384
VPS26A	5340
RPS12P17	0
SUPV3L1	1273
ENSG00000229261	1
HKDC1	552
ENSG00000231748	0
HK1	10029
RPS15AP28	0
TACR2	9
ATP5MC1P7	0
TSPAN15	2591
ENSG00000287306	9
TMEM256P1	0
NEUROG3	3
ENSG00000236154	11
MTATP6P23	0
MTCO2P23	0
MTCO1P23	0
MTND2P15	0
MTND1P20	0
FAM241B	140
LINC02651	0
RPL5P26	0
COL13A1	629
ENSG00000289193	0
LINC02636	7
MACROH2A2	3620
AIFM2	486
TYSND1	735
SAR1A	10528
CALM2P2	158
RPS25P9	0
PPA1	3262
NPFFR1	2
LRRC20	258
CEP57L1P1	4
EIF4EBP2	19346
NODAL	139
ENSG00000280401	10
PALD1	822
YY1P1	0
PRF1	6
ADAMTS14	207
TBATA	4
RPS26P40	0
SGPL1	4931
ENSG00000289738	0
PCBD1	1873
LINC02622	0
ENSG00000285300	0
ENSG00000289739	0
UNC5B	5837
UNC5B-AS1	37
SLC29A3	777
ENSG00000289607	2
ENSG00000279406	15
CDH23	167
CDH23-AS1	0
ENSG00000289362	0
C10orf105	3
VSIR	3570
MIR7152	0
PSAP	107363
RNU7-38P	2
ENSG00000230526	5
ENSG00000289592	0
CHST3	2266
ENSG00000272988	0
SPOCK2	364
ASCC1	2167
ENSG00000200294	0
RPL15P14	6
ANAPC16	4091
ENSG00000289506	8
DDIT4	10446
DNAJB12	2536
MICU1	3130
RNU6-805P	0
ENSG00000282915	0
SNX19P4	0
ENSG00000226163	0
COX7CP4	0
RN7SL840P	2
HMGN2P34	0
ENSG00000238215	0
MCU	1959
MIR4676	0
ENSG00000280166	0
ENSG00000279502	0
ENSG00000272627	3
OIT3	225
NPM1P24	290
PLA2G12B	428
RPL17P50	307
P4HA1	37268
ENSG00000232646	2
ENSG00000237768	3
ENSG00000272630	37
NUDT13	150
ENSG00000272599	36
SNORA11F	4
ECD	1905
FAM149B1	1342
DNAJC9	643
EIF4A2P2	4
ENSG00000288559	208
DNAJC9-AS1	51
MRPS16	2588
CFAP70	124
RNU6-833P	0
ANXA7	2936
ENSG00000233144	0
RPL26P6	34
MSS51	93
PPP3CB	3857
PPP3CB-AS1	106
USP54	1391
RNU6-883P	2
RPS26P41	0
ENSG00000268584	11
ENSG00000272791	8
MYOZ1	120
SYNPO2L	31
SYNPO2L-AS1	12
AGAP5	7
BMS1P4-AGAP5	0
BMS1P4	19
ENSG00000272140	52
RNA5SP320	2
ENSG00000290737	12
GLUD1P3	114
DUSP8P5	59
ENSG00000270808	3
ENSG00000279088	145
SEC24C	4651
ENSG00000279689	13
FUT11	3276
ENSG00000288823	18
CHCHD1	960
ZSWIM8	3917
ENSG00000280238	0
ZSWIM8-AS1	0
ENSG00000272916	0
NDST2	21
CAMK2G	1820
CAMK2G-AS1	0
ENSG00000229990	0
PLAU	2141
C10orf55	4
VCL	14148
ENSG00000225761	8
AP3M1	5488
ADK	1267
TIMM9P1	0
RPSAP6	0
RAB5CP1	2
ENSG00000232342	2
MRPL35P3	1
NDUFA8P1	0
POLR3DP1	0
FAM32CP	0
ENSG00000272748	0
KAT6B	2986
ENSG00000234149	0
ENSG00000227186	0
DUSP29	4
ENSG00000285810	0
PPIAP13	14
DUSP13	34
SAMD8	2778
RPS26P42	0
VDAC2	7297
COMTD1	188
ZNF503-AS1	12
RPL39P25	0
HMGA1P5	0
ENSG00000270087	3
ENSG00000223428	0
SPA17P1	0
ZNF503	2874
ZNF503-AS2	511
ENSG00000273248	6
ENSG00000272692	31
ENSG00000236842	3
LRMDA	394
ENSG00000279814	2
MIR606	0
ENSG00000286715	2
ENSG00000268659	0
ENSG00000228280	0
RN7SL518P	0
RNU6-673P	0
ENSG00000278992	1
ENSG00000230575	0
ENSG00000269256	0
ENSG00000252888	0
ATP5MC1P8	0
KCNMA1	5046
KCNMA1-AS1	11
KCNMA1-AS2	0
ENSG00000224500	0
KCNMA1-AS3	0
COX6CP15	0
RNA5SP321	0
ENSG00000213514	32
ENSG00000277981	0
RNU6-1266P	0
IMPDH1P5	15
ENSG00000228748	29
DLG5	5249
ENSG00000204049	6
RN7SL284P	0
DLG5-AS1	24
POLR3A	3279
H2AZP5	0
RPS24	45493
GNAI2P2	0
ENSG00000283096	0
ENSG00000282863	2
LINC00595	26
ENSG00000288090	0
ENSG00000229543	4
ENSG00000230229	0
SNORA71	0
ENSG00000282952	4
ENSG00000228683	0
ZMIZ1-AS1	57
ENSG00000229569	0
ZMIZ1	15334
PPIF	3403
ZCCHC24	5117
ENSG00000235426	0
TPRX1P1	0
ENSG00000241317	0
ENSG00000235705	0
EIF5AL1	164
ENSG00000271985	0
RPS12P18	0
SFTPA2	0
MBL3P	0
SFTPA3P	0
SFTPA1	0
LINC02679	0
ENSG00000244733	19
NUTM2B-AS1	789
ENSG00000272489	8
ENSG00000280355	55
BEND3P3	50
ENSG00000224886	0
NUTM2B	14
ENSG00000272447	44
NUTM2E	44
NPAP1P2	0
CTSLP6	0
PGGT1BP2	2
ENSG00000283913	5
BMS1P21	0
MBL1P	25
SFTPD	56
SFTPD-AS1	10
ZNRF2P3	0
DPY19L2P5	0
ENSG00000229616	0
C1DP3	2
C1DP2	16
C1DP4	4
TMEM254-AS1	78
ENSG00000282432	0
TMEM254	1219
ENSG00000279399	0
RPL22P18	0
PLAC9	256
ANXA11	9002
LINC00857	102
RPS12P2	0
ENSG00000234382	0
EIF5AP4	206
ENSG00000279359	0
MAT1A	722
ZNF519P1	0
ENSG00000235858	0
DYDC1	1
DYDC2	12
PRXL2A	9145
TSPAN14	7316
TSPAN14-AS1	0
SH2D4B	0
LINC02655	0
RPS7P9	0
ENSG00000233703	0
FARSBP1	2
WARS2P1	0
RPA2P2	0
ENSG00000287358	0
NRG3	70
ENSG00000285739	0
ENSG00000229458	0
NRG3-AS1	0
RNU6-441P	0
ENSG00000288918	2
RNU6-478P	0
MARK2P15	2
LINC02650	0
ENSG00000286876	0
ENSG00000223565	0
RNU6-129P	0
ENSG00000233258	0
RNU1-65P	0
HMGN2P8	2
ENSG00000271933	2
GHITM	8125
CERNA2	1
GPR15LG	50
CDHR1	210
LRIT2	10
RGR	0
LRIT1	0
LINC00858	14
CCSER2	3618
RPL12P29	0
TNPO1P1	2
CACYBPP1	0
RPS3AP5	1126
ENSG00000288218	0
LINC01519	0
ENSG00000287057	0
LINC02647	0
ENSG00000224504	0
LINC01520	0
ENSG00000279910	0
RNU6-325P	0
ENSG00000280134	10
GRID1-AS1	4
GRID1	195
ENSG00000278333	0
ENSG00000270002	12
RN7SKP238	0
ENSG00000236606	0
RNA5SP322	0
MIR346	4
ENSG00000287475	4
ENSG00000286359	0
WAPL	6322
RNU6-780P	0
WAPL-DT	38
RPL7AP8	0
OPN4	0
ENSG00000289258	0
LDB3	27
ENSG00000272631	48
BMPR1A	4209
RPAP2P1	4
RNU1-19P	0
MMRN2	1691
ENSG00000281974	1
SNCG	243
ADIRF-AS1	203
ADIRF	0
ENSG00000273413	0
ENSG00000271880	1
BMS1P3	0
ENSG00000151303	0
ENSG00000272508	6
AGAP11	0
ENSG00000229969	0
FAM25A	0
ENSG00000271573	4
RNU6-529P	7
GLUD1	12899
SHLD2	2499
ENSG00000237280	8
RN7SL733P	0
NUTM2A-AS1	1818
ENSG00000287077	16
ENSG00000285257	45
NUTM2A	77
LINC00863	472
NUTM2D	180
NPAP1P3	0
CTSLP1	0
FAM245A	2
ENSG00000231569	0
ENSG00000286445	10
MIR4678	0
MINPP1	2074
ENSG00000223761	0
ENSG00000225913	13
ENSG00000196566	0
RPS26P38	4
PAPSS2	4787
ATAD1	4004
CFL1P1	57
RN7SL78P	0
KLLN	55
PTEN	7643
ENSG00000289051	0
RPL11P3	22
ENSG00000200891	0
MED6P1	0
ENSG00000288875	0
ENSG00000275015	0
RNLS	281
ENSG00000289952	0
LIPJ	5
RPL7P34	0
LIPF	4
NAPGP1	0
LIPK	2
KRT8P38	0
LIPN	5
RCBTB2P1	0
LIPM	0
ANKRD22	110
PTCD2P2	0
STAMBPL1	473
ACTA2-AS1	3
ACTA2	1518
FAS	740
ENSG00000286116	0
ENSG00000275693	0
MIR4679-2	0
MIR4679-1	0
ENSG00000233292	0
CH25H	28
LIPA	40423
ENSG00000232110	12
IFIT2	697
IFIT3	1244
IFIT6P	2
IFIT1B	12
IFIT1	1679
IFIT5	1747
SLC16A12	50
SLC16A12-AS1	0
PANK1	1528
MIR107	0
PANK1-AS1	6
ENSG00000225836	0
ENSG00000235100	10
ENSG00000240996	2
KIF20B	2232
MTND5P42	4
LINC00865	163
MARK2P16	0
LINC01374	15
LINC01375	4
SNRPD2P1	14
ENSG00000287150	7
RN7SKP143	2
LINC02653	2
ENSG00000224750	94
ENSG00000238291	17
ENSG00000283053	2
HTR7	735
ENSG00000289580	2
RPP30	1515
ANKRD1	164
RNU6-740P	0
ENSG00000289512	0
ENSG00000225519	0
ENSG00000273124	0
LINC00502	0
DDX18P6	2
NUDT9P1	14
ENSG00000286981	0
PCGF5	1391
ENSG00000289228	2
HECTD2	1760
ENSG00000271385	1
RPS27P1	0
PPP1R3C	2564
GAPDHP28	0
FAF2P1	6
TNKS2-DT	27
TNKS2	7314
SRP9P1	248
ENSG00000273497	0
FGFBP3	97
ENSG00000272817	2
BTAF1	5249
CPEB3	440
ENSG00000252993	0
SDHCP2	0
EIF4A1P8	0
ENSG00000221042	0
NHP2P1	28
MARCHF5	2798
RNY3P12	0
MARK2P9	8
ENSG00000286795	2
IDE	3249
KIF11	3219
RPL11P4	0
RN7SL644P	0
EIF2S2P3	64
HHEX	557
EXOC6	610
ENSG00000225118	0
CYP26C1-DT	0
CYP26C1	2
ENSG00000285846	0
ENSG00000279607	1
CYP26A1	57
NIP7P1	0
XRCC6P1	24
RPL17P34	20
MYOF	13770
CEP55	935
RNA5SP323	0
FFAR4	28
RBP4	8503
PDE6C	18
FRA10AC1	1195
LGI1	110
ENSG00000280660	0
ENSG00000280485	0
RAB11AP1	0
SLC35G1	1456
PIPSL	134
PLCE1	1327
PLCE1-AS2	0
HDAC1P1	0
RNU6-657P	0
ENSG00000228553	0
PLCE1-AS1	8
ENSG00000273450	4
NOC3L	1170
TBC1D12	1246
HELLS	1398
ENSG00000244332	0
CTBP2P2	0
CYP2C18	39
ENSG00000276490	0
CYP2C19	12
MTND4P19	0
CYP2C58P	1
RPL7AP52	0
CYP2C9	24
MTND4P20	4
CYP2C59P	0
CYP2C60P	0
ENSG00000237885	0
CYP2C8	22
ENSG00000231829	2
ENSG00000288526	3
ENSG00000274691	0
PAWRP1	0
ACSM6	5
ENSG00000234026	2
PDLIM1	5388
SORBS1	2417
RPS3AP36	22
ALDH18A1	10671
TCTN3	3829
ENTPD1	1974
ENTPD1-AS1	59
ENSG00000240527	0
ENSG00000270099	0
CC2D2B	18
RPL21P90	0
CCNJ	1297
MIR3157	0
RNU6-271P	0
ENSG00000287009	18
ZNF518A	3382
BLNK	308
NPM1P25	0
ENSG00000229418	0
DNTT	2
OPALIN	0
TLL2	68
TM9SF3	19697
NPM1P26	15
PIK3AP1	5380
RNA5SP324	0
RPS2P36	0
RNU6-1274P	0
RPL13AP5	1372
MIR607	0
LCOR	4671
HMGN2P35	0
SLIT1	22
SLIT1-AS1	0
ARHGAP19-SLIT1	0
ENSG00000286683	0
ARHGAP19	930
ENSG00000231398	2
RPL12P27	6
FRAT1	204
FRAT2	976
ENSG00000225850	6
RRP12	1368
RPL34P20	0
ENSG00000231970	0
PGAM1	10038
EXOSC1	1244
ZDHHC16	2058
MMS19	3632
UBTD1	670
ANKRD2	2
HOGA1	68
ENSG00000249967	0
C10orf62	0
MORN4	458
PI4K2A	1882
AVPI1	574
MARVELD1	6272
ZFYVE27	1178
SFRP5	214
GOLGA7B-DT	0
GOLGA7B	73
CRTAC1	128
ENSG00000278752	0
R3HCC1L	2008
LOXL4	831
ENSG00000230928	2
PYROXD2	779
MIR1287	0
HPS1	889
ENSG00000289758	0
MIR4685	0
HPS1-AS1	27
HPSE2	2284
MIR6507	0
ARL5AP2	0
RPL7P36	0
CNNM1	512
GOT1	1913
GOT1-DT	62
LINC01475	4
ENSG00000228778	0
NKX2-3	52
SLC25A28	764
SLC25A28-DT	0
ENSG00000229278	0
ENSG00000285932	2
ENTPD7	3287
EBAG9P1	13
CUTC	602
COX15	1980
ABCC2	1466
NANOGP6	0
DNMBP	3215
DNMBP-AS1	8
CPN1	60
CYP2C23P	0
TPM4P1	0
SPCS2P2	0
ERLIN1	4169
CHUK	1651
ENSG00000236308	6
CHUK-DT	2
CWF19L1	1351
SNORA12	4
PHB1P9	11
RNU6-422P	0
BLOC1S2	2432
PKD2L1	85
ENSG00000231188	0
SCD	46340
ENSG00000289301	0
OLMALINC	414
WNT8B	2
SEC31B	260
ENSG00000255339	0
NDUFB8	213
HIF1AN	5478
PAX2	8
ENSG00000272572	10
SLF2	5277
ENSG00000273476	2
MRPL43	1483
SEMA4G	902
MIR608	0
ENSG00000236662	5
TWNK	544
LZTS2	2854
PDZD7	290
SFXN3	3658
ENSG00000273162	24
KAZALD1	682
ENSG00000288844	0
TLX1NB	2
TLX1	63
LINC01514	0
SMARCE1P7	0
LBX1	4
LBX1-AS1	0
LINC02681	0
ENSG00000289441	0
RNU2-43P	0
ENSG00000225208	0
ENSG00000230967	0
BTRC	3956
RNU2-59P	0
DPCD	478
POLL	977
MIR3158-2	0
MIR3158-1	0
FBXW4	1364
RNU6-1165P	2
ENSG00000286489	3
LINC03046	0
FGF8	32
NPM3	606
OGA	12762
KCNIP2-AS1	17
KCNIP2	58
ARMH3	2223
HPS6	802
ENSG00000224302	2
ENSG00000229629	2
LDB1	6981
PPRC1	2653
NOLC1	5656
ELOVL3	10
PITX3	12
GBF1	8655
NFKB2	2192
PSD	791
FBXL15	353
CUEDC2	1716
MIR146B	6
C10orf95-AS1	427
C10orf95	1
MFSD13A	467
ACTR1A	5883
ENSG00000273262	0
SUFU	3172
RPL23AP58	0
RNU6-43P	0
TRIM8	4583
TRIM8-DT	0
ARL3	1698
SFXN2	782
WBP1L	6518
RNU6-1231P	0
CYP17A1	41
PFN1P11	2
PTGES3P4	0
ENSG00000282772	0
BORCS7	752
BORCS7-ASMT	0
AS3MT	1
RPL22P17	0
ENSG00000286575	6
ENSG00000272912	0
CNNM2	1378
ENSG00000278498	0
NT5C2	3264
RPS15AP29	5
MARCKSL1P1	14
ST13P13	8
RPEL1	12
INA	208
PCGF6	624
RNU11-3P	0
TAF5	823
ATP5MK	2155
MIR1307	1
PDCD11	4310
CALHM2	916
ENSG00000273485	0
ENSG00000234699	0
CALHM1	2
CALHM3	4
NEURL1-AS1	0
NEURL1	139
ENSG00000226431	0
ENSG00000287419	10
SH3PXD2A	12121
ENSG00000273108	2
ENSG00000289972	0
SH3PXD2A-AS1	18
ENSG00000289744	0
STN1	410
ENSG00000289745	18
SLK	9414
RN7SL524P	0
COL17A1	3182
MIR936	0
SFR1	266
CFAP43	38
MIR609	0
GSTO1	4397
MIR4482	6
GSTO2	623
ITPRIP	1415
ENSG00000270075	0
ENSG00000287779	0
ITPRIP-AS1	0
CFAP58-DT	6
CFAP58	50
LINC02620	0
ENSG00000237761	0
SORCS3	52
SORCS3-AS1	0
RNU6-463P	0
PPIAP38	0
YWHAZP5	102
LINC02627	0
ENSG00000287732	0
ENSG00000286609	0
LINC02624	4
RPL23AP59	0
SORCS1	920
ENSG00000287047	0
RNA5SP325	1
RNA5SP326	0
LINC01435	3
PTGES3P5	2
ENSG00000203434	2
LINC02661	0
MAPKAPK5P1	0
RN7SKP278	0
RNU5B-6P	0
RNU6-839P	0
PHB2P1	0
BTF3P15	0
ENSG00000270333	0
XIAPP1	2
RPL21P91	0
XPNPEP1	4596
RNU4-5P	0
ADD3-AS1	59
ADD3	13685
SNRPGP12	4
MXI1	2358
ENSG00000228417	0
ENSG00000214067	0
SMNDC1	2149
DUSP5-DT	4
HMGB3P5	0
DUSP5	1164
RPL7P35	0
SMC3	7059
ENSG00000289954	0
RBM20	370
RN7SKP288	0
RNA5SP327	0
PDCD4-AS1	150
ENSG00000232470	17
PDCD4	11553
MIR4680	0
BBIP1	610
ENSG00000278601	8
ENSG00000270589	13
SHOC2	3032
RPL13AP6	70
MIR548E	0
ADRA2A	192
ENSG00000213247	0
BTBD7P2	0
ENSG00000227851	0
RPS6P15	0
ENSG00000287231	0
GPAM	3718
ENSG00000288938	6
TECTB	2
MIR6715B	0
MIR6715A	0
GUCY2GP	8
ACSL5	1354
ENSG00000232934	8
ZDHHC6	2563
VTI1A	1150
ENSG00000234017	58
MIR4295	0
ENSG00000233340	0
ENSG00000285676	53
ENSG00000260917	383
ENSG00000279315	6
LINC02935	3
TCF7L2	2466
ENSG00000233547	2
RPS15AP30	1
RNU7-165P	0
ENSG00000286289	0
PPIAP39	0
HABP2	1416
NRAP	15
CASP7	1307
ENSG00000234393	3
PLEKHS1	0
MIR4483	0
ENSG00000212589	0
DCLRE1A	636
ENSG00000288933	0
NHLRC2	2675
ENSG00000287857	0
ADRB1	82
ENSG00000285540	0
RNU6-709P	0
UBE2V1P5	0
CCDC186	3164
ENSG00000273904	0
MIR2110	0
TDRD1	84
VWA2	349
AURKAP2	0
ENSG00000275024	3
AFAP1L2	2911
RN7SL384P	0
ENSG00000279796	0
ABLIM1	2854
ENSG00000229668	0
PPIAP19	214
ENSG00000228484	0
TAF9BP2	0
FHIP2A	2737
RPL15P13	0
TRUB1	1277
RNU6-1121P	0
LINC02626	0
ATRNL1	1129
ENSG00000285582	0
NTAN1P1	0
GFRA1	1296
ENSG00000285587	0
CCDC172	8
SNRPGP6	0
PNLIPRP3	12
HMGB3P8	0
RNU6-1090P	0
PNLIP	0
PNLIPP1	0
PNLIPRP1	10
PNLIPRP2	176
C10orf82	229
HSPA12A-AS1	0
HSPA12A	1576
RPL5P27	16
ENO4	42
SHTN1	2615
ENSG00000287655	4
ENSG00000235742	0
VAX1	8
MIR3663HG	0
MIR3663	0
RPL12P26	0
KCNK18	0
SLC18A2-AS1	14
SLC18A2	154
ENSG00000277879	38
PDZD8	3050
ENSG00000258114	1
EMX2OS	78
EMX2	74
ENSG00000235198	0
ENSG00000288172	0
LINC02674	0
ENSG00000263041	0
RAB11FIP2	1941
ENSG00000231104	8
CASC2	102
LINC02944	0
FAM204A	1241
LINC00867	9
SLC25A18P1	0
PRLHR	0
TOMM22P5	2
CACUL1	5004
ENSG00000277687	36
LINC03036	0
RPL17P36	268
LDHAP5	52
NANOS1	238
EIF3A	23647
SNORA19	2
ENSG00000222588	0
ENSG00000289126	4
ENSG00000271343	0
DENND10	2824
SFXN4	837
PRDX3	7001
GRK5	1884
GRK5-IT1	11
RN7SL749P	3
ENSG00000236426	2
MIR4681	0
RGS10	1310
ENSG00000271353	0
TIAL1	6619
RAD1P1	2
RPS8P4	0
BAG3	3037
TXNP1	0
INPP5F	15275
RN7SL846P	0
PHACTR2P1	8
ENSG00000282413	0
MCMBP	6234
ENSG00000289966	4
SEC23IP	5267
MIR4682	0
NACAP2	0
ENSG00000223455	0
RPL21P16	444
ENSG00000234522	0
PLPP4	157
LINC01561	0
LINC02930	16
WDR11-DT	27
ENSG00000287936	4
WDR11	5726
ENSG00000271670	9
ENSG00000227307	2
ENSG00000278484	5
RPL19P16	20
LINC01153	0
RN7SKP167	0
FGFR2	24962
ENSG00000223432	0
ATE1	2828
RPS15AP5	0
ENSG00000224250	0
ATE1OSP	36
ENSG00000273767	0
ENSG00000276742	2
NSMCE4A	959
ENSG00000273891	24
TACC2	1800
ENSG00000285715	0
ENSG00000285973	0
BTBD16	1
RNU6-728P	0
PLEKHA1	3539
MIR3941	0
ENSG00000285955	10
ARMS2	0
HTRA1	7936
DMBT1	26
ENSG00000286114	0
SPADH	0
C10orf120	0
DMBT1L1	0
CUZD1	0
ENSG00000286088	0
FAM24B	59
C10orf88B	34
FAM24A	0
C10orf88	703
PSTK	119
IKZF5	695
ACADSB	1896
HMX3	0
HMX2	0
BUB3	3961
RPS26P39	18
ENSG00000270902	0
LINC02641	2
ENSG00000225152	0
ENSG00000286344	2
ENSG00000234542	1
GPR26	64
CPXM2	5052
ENSG00000231138	0
ENSG00000234677	0
ENSG00000287768	0
YBX2P1	0
ENSG00000288757	9
ENSG00000232334	17
CHST15	4517
OAT	8218
NKX1-2	49
ENSG00000271434	0
LHPP	623
RPS10P18	0
ENSG00000258539	0
FAM53B	1513
ENSG00000278831	0
FAM53B-AS1	0
EEF1AKMT2	243
ABRAXAS2	1678
NPM1P31	0
ENSG00000289280	2
ENSG00000249456	34
ZRANB1	1643
ENSG00000226899	4
CTBP2	4691
ENSG00000273599	46
MIR4296	0
ENSG00000282787	7
MRPS21P6	0
RPS27P18	0
TEX36-AS1	0
TEX36	0
ALDOAP2	30
ENSG00000228021	0
EDRF1-DT	6
ENSG00000280561	0
ENSG00000234134	0
EDRF1	1238
EDRF1-AS1	15
MMP21	6
UROS	1874
MIR4484	1
BCCIP	2692
DHX32	2841
RNU2-42P	0
FANK1	220
GNG10P1	0
FANK1-AS1	0
ADAM12	10713
RNA5SP328	0
SAR1AP2	0
ENSG00000287609	0
LINC00601	7
C10orf90	33
ENSG00000287326	0
ENSG00000199321	0
DOCK1	6965
ENSG00000223528	0
ENSG00000232935	0
INSYN2A	43
NPS	0
ENSG00000279725	0
FOXI2	12
BUB1P1	0
CLRN3	266
PTPRE	4103
ENSG00000232259	9
ENSG00000227076	16
ENSG00000287427	0
MKI67	10270
LINC01163	0
ENSG00000234640	0
LINC02667	0
ENSG00000232985	0
ENSG00000287361	0
ENSG00000289400	0
ENSG00000289087	0
ENSG00000225424	0
ENSG00000285615	0
MGMT	576
ENSG00000287466	0
ENSG00000237224	0
ENSG00000227374	0
LINC02666	9
EBF3	256
ENSG00000275327	0
MIR4297	0
ENSG00000275005	2
EBF3-AS1	2
C10orf143	32
ENSG00000277218	2
CTAGE7P	19
PPIAP32	1
GLRX3	3458
LINC02646	0
ENSG00000276375	0
ENSG00000285529	0
MIR378C	0
TCERG1L	79
TCERG1L-AS1	0
LINC01164	8
ENSG00000286295	0
ENSG00000280446	0
ENSG00000283095	0
PPP2R2D	2069
BNIP3	7915
ENSG00000277959	20
ENSG00000273521	40
ENSG00000279982	6
JAKMIP3	17
JAKMIP3-AS1	1
DPYSL4	690
STK32C	156
LRRC27	295
PWWP2B	1094
ENSG00000231705	0
LINC03068	2
LINC02870	18
ENSG00000226900	8
LINC01165	2
INPP5A	1523
NKX6-2	0
CFAP46	43
LINC01166	0
LINC01167	0
LINC01168	2
ENSG00000289633	0
ENSG00000289039	3
ADGRA1-AS1	4
ADGRA1	26
RPL5P28	4
KNDC1	572
UTF1	87
VENTX	268
MIR202HG	2
MIR202	0
ENSG00000273980	0
ADAM8	1026
TUBGCP2	3217
ZNF511	307
ZNF511-PRAP1	0
CALY	20
BANF1P2	10
ENSG00000226699	5
PRAP1	4
FUOM	239
ECHS1	4078
MIR3944	0
ENSG00000274685	0
PAOX	17
ENSG00000254536	54
MTG1	135
SPRN	18
OR6L2P	4
SCART1	52
OR7M1P	0
CYP2E1	203
ENSG00000278518	9
ENSG00000286789	0
SYCE1	6
ENSG00000288107	5
OR6L1P	0
ENSG00000287327	0
FRG2B	0
RARRES2P2	0
AGGF1P2	2
CLUHP5	0
DUX4L28	0
DUX4L25	0
DUX4L24	0
DUX4L23	0
DUX4L22	0
DUX4L21	0
DUX4L20	0
DUX4L29	0
DUX4L10	0
DUX4L11	0
DUX4L12	0
DUX4L13	0
DUX4L14	0
DUX4L15	0
RPL23AP60	0
ENSG00000282875	0
WBP1LP10	0
OR4F2P	6
ENSG00000254468	0
CICP23	0
LINC01001	77
ENSG00000255229	0
RNU6-447P	0
BET1L	3344
SCGB1C1	0
ODF3	2
ENSG00000254559	0
RIC8A	4617
MIR6743	0
SIRT3	919
PSMD13	4350
ENSG00000277290	7
COX8BP	0
NLRP6	15
ENSG00000255026	113
PGGHG	2461
IFITM5	0
IFITM2	3015
ENSG00000255533	0
ENSG00000288681	0
IFITM1	3657
ENSG00000254910	0
ENSG00000251661	16
IFITM3	22170
ENSG00000255089	0
ENSG00000255328	1
ENSG00000270972	4
B4GALNT4	2677
PKP3	1691
SIGIRR	500
ANO9	573
RN7SL838P	0
PTDSS2	1654
ENSG00000255237	8
RNH1	3446
ENSG00000288033	16
ENSG00000289997	0
ENSG00000254739	5
HRAS	712
LRRC56	46
LMNTD2	237
LMNTD2-AS1	86
RASSF7	615
MIR210HG	579
MIR210	10
PHRF1	3006
IRF7	398
CDHR5	521
SCT	4
DRD4	68
DEAF1	1695
ENSG00000255158	2
EPS8L2	3472
TMEM80	388
ENSG00000269915	2
TALDO1	5314
GATD1	1630
GATD1-DT	115
ENSG00000279672	67
ENSG00000255142	37
CEND1	16
SLC25A22	893
PANO1	19
PIDD1	741
RPLP2	17187
SNORA52	0
PNPLA2	870
ENSG00000255108	0
CRACR2B	187
CD151	2810
POLR2L	833
TSPAN4	2481
ENSG00000250397	10
CHID1	4032
AP2A2	9196
RNU6-1025P	0
MUC6	55
LINC02688	0
MUC2	56
MUC5AC	2
ENSG00000286275	0
MUC5B	2
MUC5B-AS1	0
MIR6744	0
TOLLIP	3493
TOLLIP-DT	18
ENSG00000287935	0
LINC02689	0
BRSK2	235
ENSG00000285581	4
MOB2	610
DUSP8	185
KRTAP5-AS1	16
KRTAP5-1	6
KRTAP5-2	0
KRTAP5-3	0
KRTAP5-4	0
KRTAP5-5	0
ENSG00000231487	14
FAM99A	15
FAM99B	12
LINC02708	41
KRTAP5-6	6
IFITM10	82
ENSG00000250644	16
CTSD	20812
PRADX	3
ENSG00000229512	0
ENSG00000287484	0
ENSG00000230834	2
RPL36AP39	4
ENSG00000230080	0
SYT8	30
TNNI2	38
LSP1	2920
MIR4298	0
ENSG00000249086	0
MIR7847	0
PRR33	43
LINC01150	12
TNNT3	205
MRPL23	544
MRPL23-AS1	10
LINC01219	0
H19	116302
ENSG00000275266	0
MIR675	0
ENSG00000274866	0
IGF2	287732
ENSG00000240801	0
ENSG00000284779	0
INS-IGF2	0
MIR483	15
IGF2-AS	634
INS	0
TH	2
MIR4686	0
ASCL2	70
C11orf21	213
