# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-p" "-t" "exon" "-g" "gene_name" "-a" "/home/alexto22/00_reference/GRCh38.p14_DNA_primary_assembly_index/gencode.v44.primary_assembly.annotation.gtf" "-o" "./featurecounts/b2s_sorted_featurecounts.txt" "./bam_sorted/b2s_sorted.bam" 
Geneid	./bam_sorted/b2s_sorted.bam
SART3	3366
ENSG00000287202	24
ISCU	6775
TMEM119	630
SELPLG	1370
ENSG00000257221	14
MIR4496	0
CORO1C	11180
RNU7-169P	0
ENSG00000273499	0
SSH1	6385
ENSG00000280110	0
ENSG00000274598	0
MIR619	0
DAO	0
SVOP	0
RNU6-361P	0
ENSG00000279630	0
USP30	1382
USP30-AS1	0
RNA5SP372	0
ALKBH2	188
UNG	863
ENSG00000256139	29
ACACB	551
FOXN4	0
MYO1H	4
LINC01486	1
ENSG00000255655	0
KCTD10	4401
UBE3B	1296
MMAB	380
RNU4-32P	0
MVK	439
RN7SKP250	0
FAM222A	274
FAM222A-AS1	0
TRPV4	75
MIR4497	0
GLTP	1653
RBISP3	0
RN7SL441P	0
ENSG00000249094	0
TCHP	102
GIT2	1061
ENSG00000277299	7
ENSG00000280426	0
ANKRD13A	3264
C12orf76	344
ENSG00000277595	12
ENSG00000290863	2
ENSG00000286220	0
ENSG00000279360	0
IFT81	165
ENSG00000289311	8
ATP2A2	18200
RN7SL769P	0
ANAPC7	881
ENSG00000258210	1
HMGA1P3	69
ARPC3	12978
GPN3	1010
RPL31P49	30
FAM216A	149
VPS29	1286
ENSG00000202335	0
ENSG00000278993	4
RAD9B	19
PPTC7	4023
TCTN1	463
RN7SL387P	0
HVCN1	278
PPP1CC	13320
ENSG00000279925	0
ENSG00000257268	0
RPL29P25	0
CCDC63	0
MYL2	0
LINC01405	4
LINC01404	0
CUX2	18
MIR6760	0
RNA5SP373	0
PHETA1	308
LINC02356	2
HSPA8P14	3
SH2B3	3534
ATXN2	6366
IFITM3P5	8
ATXN2-AS	4
BRAP	2174
PCNPP1	6
ACAD10	581
ENSG00000257767	0
ALDH2	1480
MIR6761	0
MAPKAPK5-AS1	867
MAPKAPK5	1514
ENSG00000292259	0
RPS2P41	2
ADAM1A	0
ADAM1B	8
TMEM116	446
SLC25A3P2	2
ENSG00000257624	0
ERP29	8744
ENSG00000274227	5
NAA25	3163
MIR3657	2
ENSG00000258323	0
TRAFD1	2852
HECTD4	4802
MIR6861	0
ENSG00000257494	0
RN7SKP71	24
RPL7AP60	6
ENSG00000257658	0
RPL6	91303
PTPN11	14445
RPH3A	1
MIR1302-1	0
OAS1	312
ENSG00000257452	0
OAS3	1290
OAS2	1236
IMMP1LP2	0
RPS15AP32	0
DTX1	177
RASAL1	112
CFAP73	2
DDX54	2723
MIR7106	0
RITA1	924
ENSG00000257286	0
IQCD	40
TPCN1	5783
ENSG00000277566	0
MIR6762	5
SLC8B1	1417
PLBD2	4915
ENSG00000288863	6
SDS	24
SDSL	85
LHX5	2
LHX5-AS1	0
LINC01234	62
DYNLL1P4	0
RBM19	2043
ENSG00000287229	11
ENSG00000257359	2
ENSG00000257603	0
ENSG00000257997	0
HAUS8P1	0
GLULP5	0
LINC02459	0
TBX5	24
TBX5-AS1	4
ENSG00000289101	0
RN7SKP216	0
ENSG00000255830	0
OSTF1P1	0
ENSG00000258254	0
TBX3	4091
TBX3-AS1	4
ENSG00000287982	0
ENSG00000252459	0
ENSG00000257517	0
ENSG00000283459	0
ENSG00000274879	0
ENSG00000257958	0
ENSG00000257519	4
ENSG00000271579	17
ENSG00000276308	0
ENSG00000276972	10
ENSG00000257726	0
ENSG00000258108	0
ENSG00000257407	0
UBA52P7	0
RN7SL865P	0
ENSG00000257781	0
LINC02463	0
ENSG00000200112	0
ENSG00000286991	0
MED13L	11728
ENSG00000258034	0
RNU6-1188P	2
MIR620	0
SNRPGP18	0
ENSG00000258337	0
ENSG00000286354	0
ENSG00000258346	0
MIR4472-2	0
LINC02457	4
LINC00173	36
MAP1LC3B2	130
ENSG00000275898	0
ENSG00000258249	0
ENSG00000257883	0
ENSG00000257654	0
SPRING1	4423
RNFT2	64
ENSG00000239374	58
RNU6-558P	0
ENSG00000275467	0
ENSG00000290033	2
HRK	10
RPL36P15	0
FBXW8	1580
ENSG00000274554	0
ENSG00000257279	20
ENSG00000277840	1
TESC	246
TESC-AS1	0
FBXO21	4432
NOS1	0
ELOCP32	0
ENSG00000255686	0
KSR2	18
ENSG00000256071	0
RFC5	450
ENSG00000277873	2
WSB2	4930
ENSG00000276292	0
VSIG10	119
ENSG00000274859	0
PEBP1	2874
TAOK3	2661
RPS2P5	4534
ENSG00000270482	4
SUDS3	4061
ENSG00000275759	10
ENSG00000275409	10
LINC02460	0
RPL17P37	0
LINC02423	0
LINC02440	0
LINC02439	0
RNA5SP374	0
ENSG00000256149	0
ENSG00000201042	0
SRRM4	44
ENSG00000286233	0
RN7SL508P	0
ENSG00000257095	0
HSPB8	11369
ENSG00000256884	0
ENSG00000256609	45
ENSG00000213144	82
ENSG00000256311	0
LINC00934	0
CCDC60	6
ENSG00000248636	4
TMEM233	0
RN7SKP197	0
PRKAB1	2009
CIT	182
ENSG00000255692	3
MIR1178	0
RPL35AP30	0
BICDL1	203
ENSG00000255575	0
RAB35	3085
RAB35-AS1	22
GCN1	12779
MIR4498	0
RPLP0	98061
PXN-AS1	35
PXN	1943
ENSG00000286067	57
ENSG00000275936	0
RPS20P31	0
NME2P1	60
RNU4-2	6
RNU4-1	3
SIRT4	38
RNU6-1088P	0
PLA2G1B	0
MSI1	1046
RPS27P25	0
ENSG00000256695	0
COX6A1	2011
ENSG00000111780	0
TRIAP1	991
GATC	892
RPL31P52	4
SRSF9	2434
DYNLL1	2698
NRAV	40
ENSG00000278344	0
COQ5	641
RPL29P24	2
RNF10	8578
ENSG00000288623	0
ENSG00000289401	22
POP5	159
RPL11P5	1
CABP1-DT	0
CABP1	39
MLEC	11298
ENSG00000256364	0
ENSG00000277423	6
ENSG00000276188	0
UNC119B	3098
ENSG00000256569	0
MIR4700	0
ACADS	400
ENSG00000255946	42
SPPL3	4663
ARF1P2	0
ENSG00000286493	0
CLIC1P1	45
RPL12P33	22
HNF1A-AS1	5
HNF1A	15
C12orf43	344
OASL	102
OASL2P	1
PPDPFP2	0
ENSG00000279001	0
ENSG00000223538	0
P2RX7	153
ENSG00000286248	10
ENSG00000274029	0
P2RX4	2149
CAMKK2	626
ANAPC5	3253
ENSG00000258435	0
RNF34	684
KDM2B	830
MIR7107	0
KDM2B-DT	2
RNU6-1004P	0
ORAI1	1872
MORN3	62
ENSG00000286586	2
TMEM120B	1047
RHOF	71
LINC01089	397
ENSG00000272849	115
ENSG00000274292	17
SETD1B	1244
HPD	94
ENSG00000256811	0
ENSG00000278084	0
ENSG00000287493	0
PSMD9	214
ENSG00000256950	1
RNU7-170P	0
CFAP251	148
ENSG00000255856	0
BCL7A	651
LINC02985	123
MLXIP	5195
LRRC43	23
IL31	0
B3GNT4	135
ENSG00000284934	0
DIABLO	274
ENSG00000256861	0
VPS33A	643
CLIP1	6436
RPL21P1	0
CLIP1-AS1	0
ENSG00000289831	2
ZCCHC8	1194
ENSG00000252192	11
ENSG00000275265	10
RSRC2	9034
KNTC1	1016
ENSG00000255972	0
ENSG00000274191	0
ENSG00000256249	1
HCAR2	1452
HCAR3	162
HCAR1	2
ENSG00000256044	0
DENR	3177
CCDC62	92
HIP1R	516
VPS37B	1722
ENSG00000256152	0
ENSG00000280138	236
ABCB9	457
OGFOD2	18
ENSG00000256028	0
ARL6IP4	57
PITPNM2	777
MIR4304	0
PITPNM2-AS1	0
ENSG00000280381	4
MPHOSPH9	1544
ENSG00000280120	74
MTRFR	1140
CDK2AP1	1521
ENSG00000269980	2
RNA5SP375	1
SBNO1	11102
SBNO1-AS1	10
MIR8072	0
KMT5A	1767
RILPL2	988
COPS5P2	0
SNRNP35	147
RILPL1	612
ENSG00000274427	0
ENSG00000278112	4
MIR3908	0
TMED2-DT	62
TMED2	24200
DDX55	1439
SNORA9B	0
EIF2B1	1619
GTF2H3	698
ENSG00000279953	2
ENSG00000278861	1
TCTN2	217
ENSG00000255839	0
ATP6V0A2	1160
ENSG00000286092	6
RPL27P12	0
ENSG00000280300	0
DNAH10	91
CCDC92	467
DNAH10OS	122
ENSG00000270130	2
ENSG00000270048	1
ENSG00000269997	2
ENSG00000269938	2
ENSG00000270061	6
ENSG00000270095	0
ZNF664	2440
ENSG00000274874	0
RFLNA	58
ENSG00000256827	4
ENSG00000275389	0
ENSG00000256596	0
NCOR2	8775
MIR6880	0
ENSG00000255965	0
ENSG00000214650	7
ENSG00000279527	0
ENSG00000279071	0
ENSG00000280354	0
ENSG00000279121	0
ENSG00000279334	2
ENSG00000280097	4
ENSG00000278973	0
ENSG00000280444	0
ENSG00000279087	0
ENSG00000279931	0
ENSG00000289940	0
SCARB1	1805
ENSG00000287242	0
RNU6-927P	0
UBC	85889
MIR5188	0
RPL22P19	8
DHX37	785
BRI3BP	130
THRIL	0
ENSG00000256093	0
AACS	1814
ENSG00000279233	57
ENSG00000256814	0
ENSG00000287240	0
ENSG00000280117	0
TMEM132B	70
ENSG00000279462	0
ENSG00000280125	0
ENSG00000286209	0
ENSG00000280415	0
ENSG00000271184	0
LINC00939	0
LINC02826	0
LINC02359	2
ENSG00000280364	0
ENSG00000280398	0
ENSG00000280272	0
ENSG00000286386	0
ENSG00000255595	0
LINC02825	0
LINC02347	0
FAM32EP	0
ENSG00000255853	0
NDUFA5P6	0
ENSG00000256732	0
ENSG00000255900	0
ENSG00000255944	0
ENSG00000278866	0
ENSG00000279171	0
LINC02824	0
LINC00943	0
LINC00944	0
ENSG00000255923	0
LINC02372	0
ENSG00000256286	0
HSPE1P20	0
LINC02405	0
ENSG00000286016	0
ENSG00000256001	0
ENSG00000286791	0
ENSG00000278266	0
ENSG00000287339	0
LINC02376	0
ENSG00000256496	0
RNU1-104P	0
LINC02375	0
ENSG00000256502	0
ENSG00000280024	0
ENSG00000287365	0
ENSG00000279952	0
ENSG00000287112	0
ENSG00000286922	0
ENSG00000287622	0
ENSG00000255945	0
ENSG00000257035	0
LINC02411	0
ENSG00000288523	0
ENSG00000286662	0
ENSG00000279475	0
ENSG00000255757	2
LINC02393	0
LINC00507	0
LINC00508	0
LINC02441	0
ENSG00000287311	0
LINC02369	0
LINC02368	0
ENSG00000276487	0
ENSG00000265061	0
TMEM132C	0
ENSG00000279180	0
MIR3612	0
ENSG00000257025	0
ENSG00000256630	0
SLC15A4	633
ENSG00000279500	20
ENSG00000274695	0
GLT1D1	2
AK3P6	0
NLRP9P1	0
TMEM132D	0
TMEM132D-AS1	0
ENSG00000277217	0
TMEM132D-AS2	0
ENSG00000280051	0
ENSG00000256085	0
ENSG00000286246	0
ENSG00000256137	0
ENSG00000286394	0
ENSG00000280196	0
ENSG00000251536	0
ENSG00000261650	0
LINC02418	0
ENSG00000256298	0
LINC02419	0
ENSG00000279193	0
ENSG00000276122	0
FZD10-AS1	0
ENSG00000280405	0
FZD10	4
ENSG00000242963	0
ENSG00000259862	0
PIWIL1	0
ENSG00000279343	0
ENSG00000279478	0
RIMBP2	62
ENSG00000256064	0
ENSG00000279905	0
ENSG00000279146	0
ENSG00000256343	0
ENSG00000279650	0
STX2	1150
ENSG00000256250	7
ENSG00000256299	6
RNU6-1077P	0
RAN	13002
ADGRD1	38
ENSG00000279940	0
ENSG00000279976	0
ENSG00000280200	0
ENSG00000256204	0
ENSG00000279581	0
ENSG00000280002	0
ADGRD1-AS1	0
ENSG00000279128	0
ENSG00000279993	0
ENSG00000256810	0
LINC01257	0
ENSG00000280217	0
RPS6P20	0
ENSG00000279746	0
LINC02415	0
RNA5SP376	0
ENSG00000286462	0
LINC02370	0
ENSG00000287792	2
ENSG00000256484	0
ENSG00000280319	0
ENSG00000275232	0
ENSG00000287136	0
ENSG00000256209	0
ENSG00000279388	0
ENSG00000255704	0
ENSG00000279455	0
ENSG00000256258	0
LINC02414	0
ENSG00000287639	0
ENSG00000279153	0
RNA5SP377	0
ENSG00000249926	0
RPS6P21	0
SFSWAP	4428
ENSG00000255933	3
RNA5SP378	0
RNU6-1017P	0
MMP17	32
ENSG00000256955	0
ULK1	3070
ENSG00000279283	136
PUS1-AS1	0
PUS1	263
ENSG00000273568	8
EP400	3976
SNORA49	0
ENSG00000257000	0
ENSG00000274670	0
ENSG00000291171	373
ENSG00000279640	0
EP400P1	0
ENSG00000256804	0
DDX51	561
NOC4L	543
ENSG00000276693	0
LINC02361	0
ENSG00000256312	0
GALNT9	8
ENSG00000279480	0
GALNT9-AS1	0
ENSG00000256542	0
ENSG00000278872	0
ENSG00000277011	0
ENSG00000255916	0
ENSG00000279113	0
ENSG00000286008	0
ENSG00000279704	0
ENSG00000279023	0
ENSG00000280150	0
ENSG00000274373	0
ENSG00000256783	0
ENSG00000256875	0
FBRSL1	2004
ENSG00000280287	78
ENSG00000279700	69
MIR6763	0
ENSG00000277186	0
LRCOL1	0
P2RX2	0
ENSG00000280311	0
POLE	416
PXMP2	6
ENSG00000256632	0
PGAM5	2697
RNA5SP379	0
ANKLE2	6781
ENSG00000256108	8
GOLGA3	11917
CHFR	1669
RPS11P5	0
RNU6-327P	0
ENSG00000278949	12
CHFR-DT	2
ENSG00000255703	8
ENSG00000250790	2
ZNF605	164
ENSG00000289516	32
NANOGNBP2	0
ZNF26	513
RNU4ATAC12P	10
ZNF84-DT	0
PTP4A1P2	0
ZNF84	1488
ENSG00000279466	0
ENSG00000279817	4
ZNF140	223
ZNF891	333
ENSG00000271963	0
RPL23AP67	0
ZNF10	682
ENSG00000256825	0
ZNF268	312
ENSG00000255919	0
ANHX	0
RNU6-717P	0
ENSG00000279924	4
FAM230C	0
ENSG00000279081	46
ENSG00000284679	0
GGT4P	2
IGSF3P1	2
KMT5AP1	14
ENSG00000279231	0
ENSG00000290438	0
ENSG00000268486	0
ZNF962P	0
BNIP3P7	0
LINC00349	0
LONRF2P2	0
LINC00388	0
FEM1AP4	0
LINC00387	0
TERF1P5	10
FAM207BP	0
GXYLT1P1	0
CNN2P12	0
ZNF965P	0
CYP4F34P	0
SNX18P26	0
LINC00328-2P	0
ANKRD20A9P	0
RHOT1P3	10
RNU6-55P	0
RNU6-76P	0
SNX19P2	0
LINC00408	0
ENSG00000231358	0
PHF2P2	0
ENSG00000291256	0
ENSG00000290620	0
LINC00442	0
USP24P1	0
GTF2IP3	0
ENSG00000226619	0
ENSG00000287861	0
RNA5SP24	0
CENPIP1	0
ENSG00000234894	0
SMPD4P2	0
ENSG00000278337	0
TUBA3C	0
ENSG00000290437	0
ENSG00000121388	0
PSPC1P1	26
ANKRD26P3	0
MRPL3P1	12
LINC00421	0
PARP4P2	10
CCNQP3	0
ENSG00000229791	0
SLC25A15P2	0
TPTE2	16
CYCSP32	0
MRPS31P2	3
ESRRAP1	2
LINC00350	0
GOLM2P1	16
MPHOSPH8	1608
PSPC1-AS2	10
PSPC1	1557
RN7SL166P	0
ST6GALNAC4P1	37
ZMYM5	1733
ENSG00000223576	0
ENSG00000275964	6
ENSG00000289235	2
ZMYM2	6384
KRR1P1	22
ENSG00000279951	0
LINC01072	0
GJA3	38
PPIAP28	0
LINC00556	0
GJB2	162
ENSG00000279065	0
GJB6	26
CRYL1	657
MIR4499	0
ENSG00000277020	0
IFT88	249
SLC35E1P1	6
RNU2-7P	0
ENSG00000278291	18
IL17D	62
ENSG00000279135	0
EEF1AKMT1	145
RANP8	13
ENSG00000275485	3
XPO4	2063
CNOT4P1	0
HNRNPA1P30	2
PPIAP27	0
RPSAP54	326
LATS2	6537
LATS2-AS1	0
RNU4-9P	0
RPS12P23	2
IPPKP1	0
ENSG00000275689	0
SAP18	6472
SKA3	16
MRPL57	326
ENSG00000271250	0
LINC01046	0
ESRRAP2	2
ENSG00000290911	17
ENSG00000289133	0
ENSG00000291046	0
MIPEPP3	0
LINC00539	17
GRK6P1	8
ZDHHC20	5177
ENSG00000289814	5
GAPDHP52	0
RNA5SP25	0
ZDHHC20-IT1	0
H2BP6	0
MICU2	885
FNTAP2	10
RNU6-59P	0
RPS7P10	716
ENSG00000289860	0
FGF9	6
RN7SL766P	0
LINC00424	0
LINC00540	16
NME1P1	0
MTND3P1	0
ENSG00000287357	0
FTH1P7	485
DDX39AP1	0
SNORD36	0
RPL7AP73	2
IPMKP1	6
RFESDP1	0
LINC00621	12
ENSG00000262198	20
BASP1P1	0
NUS1P2	2
ENSG00000289217	2
ENSG00000283075	0
HMGA1P6	0
RNY3P4	0
ENSG00000289861	2
LINC00362	0
SGCG	10
RNU6-58P	0
TATDN2P3	0
SDAD1P4	0
SACS	958
RPLP1P13	0
SACS-AS1	0
LINC00327	4
LINC00352	0
ENSG00000289688	2
TNFRSF19	159
ENSG00000289332	0
MIPEP	78
MTCO3P2	0
PCOTH	0
C1QTNF9B	0
ENSG00000290660	0
ANKRD20A19P	0
ENSG00000287530	0
ENSG00000273167	0
SPATA13	578
IPO7P2	206
MIR2276	0
SPATA13-AS1	0
C1QTNF9	0
C1QTNF9-AS1	0
ENSG00000277040	0
NUS1P3	4
LINC00566	0
CYCSP33	0
TPTE2P6	0
PARP4	1337
ENSG00000288103	0
ENSG00000287376	0
PSPC1P2	0
ENSG00000243008	0
ENSG00000290443	0
ENSG00000285228	0
ATP12A	36
RNY1P7	0
RPL26P34	0
ENSG00000285806	0
IRX1P1	0
ENSG00000287887	0
ANKRD20A10P	1
RNF17	0
CENPJ	961
ENSG00000291041	0
ENSG00000273628	0
SLC25A15P3	0
TPTE2P1	0
RPL34P27	4
LSP1P1	0
ENSG00000276958	0
PABPC3	0
ENSG00000289006	0
ENSG00000279695	0
AMER2	14
LINC01053	0
LINC00463	0
ENSG00000279550	0
LINC01076	0
RPL23AP69	0
MTMR6	829
ENSG00000260509	0
NUP58	8190
ELOBP1	23
ATP8A2	36
RNU6-78P	0
ENSG00000180803	0
RN7SL741P	0
RNY1P3	0
ENSG00000289125	0
SHISA2	240
LINC00415	0
ATP8A2P3	0
PRUNEP1	0
RNF6	3434
ENSG00000277368	0
ENSG00000271559	0
THAP12P6	0
CDK8	1286
ENSG00000278413	2
ENSG00000285929	0
WASF3	374
RPS3AP44	48
WASF3-AS1	0
ENSG00000285935	0
GPR12	0
FGFR1OP2P1	0
ENSG00000283579	8
RPS21P8	0
RPS20P32	0
USP12	3824
ENSG00000278496	0
USP12-AS1	2
USP12-DT	3
LINC02340	0
LINC00412	0
RPL21	37043
SNORD102	0
SNORA27	0
RASL11A	58
RNU6-70P	0
LINC01079	0
RNY1P1	0
GTF3A	806
MTIF3	586
ENSG00000289827	2
RNU6-63P	0
LNX2	1235
POLR1D	4889
ENSG00000273552	0
NPM1P4	0
GSX1	0
PLUT	0
RNU6-73P	0
PDX1	4
ATP5F1EP2	26
LINC00543	8
CDX2	58
URAD	38
RN7SL272P	0
FLT3	4
KATNBL1P1	0
CHCHD2P8	0
PAN3-AS1	27
PAN3	1780
EEF1A1P3	5
RNU6-82P	0
FLT1	15103
ENSG00000279393	44
EIF4A1P7	60
ENSG00000289569	0
POMP	3671
SLC46A3	144
RNU6-53P	0
CYP51A1P2	46
ENSG00000277227	0
POM121L13P	0
MTUS2	499
MTUS2-AS2	0
GAPDHP69	0
ENSG00000270680	0
MTUS2-AS1	2
SLC7A1	2356
UBL3	4200
TIMM8BP1	0
LINC00297	0
LINC00572	0
LINC00544	0
ENSG00000266505	0
LINC00365	4
LINC00384	2
LINC00385	0
ENSG00000279499	0
KATNAL1	980
RNU6-64P	0
PRDX2P1	8
LINC00427	0
LINC00426	0
ENSG00000279149	0
ENSG00000285773	0
ENSG00000289302	0
LINC01058	2
UBE2L5	16
HMGB1	7418
ENSG00000285840	0
RBM22P2	2
MFAP1P1	2
PTPN2P2	2
USPL1	3394
ALOX5AP	385
LINC00398	0
LINC00545	4
TEX26-AS1	11
MEDAG	81
TEX26	8
ENSG00000238185	0
LINC01066	0
ENSG00000286286	4
WDR95P	0
HSPH1	24178
B3GLCT	585
ANKRD26P4	0
ENSG00000290234	0
ENSG00000278305	0
ENSG00000277319	0
RXFP2	0
ENSG00000289381	0
ENSG00000287904	0
FRY	469
EEF1DP3	0
ENSG00000279314	1
ENSG00000289617	2
FRY-AS1	6
ZAR1L	2
BRCA2	330
IFIT1P1	0
N4BP2L1	624
ENSG00000212293	0
ENSG00000270008	0
N4BP2L2	2565
ATP8A2P2	0
N4BP2L2-IT2	57
PDS5B	3210
RNY1P4	0
ENSG00000277151	18
LINC00423	0
TOMM22P3	0
KL	54
STARD13	946
STARD13-IT1	0
STARD13-AS	18
ENSG00000287274	0
LINC02344	0
ENSG00000285621	0
ENSG00000277386	0
ENSG00000230490	4
ENSG00000234535	0
ENSG00000232986	0
ENSG00000288767	6
ENSG00000286779	0
RFC3	337
RNU5A-4P	0
ENSG00000276672	14
ENSG00000280431	0
VDAC1P12	0
ENSG00000199196	0
ENSG00000278477	0
LINC02343	0
LINC00457	8
ENSG00000271901	0
GAMTP2	0
ENSG00000261728	0
NBEA	568
SCAND3P1	0
PHB1P13	0
MAB21L1	110
ENSG00000287650	2
LINC00445	0
DCLK1	48
SOHLH2	8
CCDC169-SOHLH2	0
CCDC169	16
RNU6-71P	0
SPART	5232
SPART-AS1	8
CCNA1	8
H2ACP1	0
SERTM1	0
GAPDHP34	0
TCEAL4P1	0
ARL2BPP3	0
NDE1P2	0
RFXAP	56
SMAD9	368
SMAD9-IT1	0
LAMTOR3P1	0
RPL29P28	0
EIF4A1P5	4
ALG5	565
EXOSC8	870
SUPT20H	1295
CSNK1A1L	21
ENSG00000274549	6
ENSG00000279511	0
RN7SKP1	0
RPS12P24	0
LINC01048	0
LINC00547	0
POSTN	54778
TRPC4	328
RNA5SP26	0
ENSG00000287477	43
LINC02334	0
HSPD1P9	0
LINC00571	4
UFM1	5076
ENSG00000279025	0
LINC00437	0
LINC00366	0
PRDX3P3	0
FREM2	1927
RNU6-56P	0
FREM2-AS1	0
PLA2G12AP2	0
ANKRD26P2	0
STOML3	2
PROSER1	1490
NHLRC3	1273
ENSG00000273507	10
NXT1P1	0
LHFPL6	606
COG6	3466
MIR4305	0
RNY4P14	0
CDKN2AIPNLP3	0
AZU1P1	0
LINC00598	32
LINC00332	0
RPL17P51	0
RNY3P9	0
RN7SKP2	0
ENSG00000288542	0
FOXO1	649
RLIMP1	1
MIR320D1	0
MRPS31	574
SLC25A15	203
MIR621	0
ENSG00000290476	0
TPTE2P5	0
CYCSP34	0
ENSG00000287837	2
SUGT1P3	1
ELF1	4439
RGS17P1	5
WBP4	798
MIR3168	2
RN7SL597P	0
KBTBD6	487
ENSG00000278390	18
CALM2P3	60
KBTBD7	164
MORF4L1P4	0
MTRF1	266
ENSG00000277662	4
RAC1P3	0
NAA16	1077
RNU6-57P	0
TUBBP2	172
OR7E36P	0
OR7E155P	0
OR7E37P	0
RGCC	247
ENSG00000288600	0
ENSG00000288598	0
VWA8	728
MIR5006	0
RN7SL515P	0
RNU6-74P	0
KARS1P1	0
VWA8-AS1	0
RPS28P8	0
DGKH	2749
ENSG00000231530	0
MAPK6P3	96
CHCHD2P11	0
FHP1	0
AKAP11	4066
LINC02341	0
FABP3P2	0
TNFSF11	32
FAM216B	8
LINC01050	7
LINC00428	0
EPSTI1	878
ZDHHC4P1	0
DNAJC15	433
LINC00400	0
ENSG00000276569	0
ENOX1	378
RPL36P19	0
ENOX1-AS2	0
ENOX1-AS1	2
ENSG00000287842	0
ENSG00000287029	0
ENSG00000270522	0
CCDC122	58
ENSG00000274001	0
LACC1	1288
ENSG00000281883	0
ENSG00000280060	10
NRAD1	0
DGKZP1	12
LINC00390	2
SMIM2-AS1	4
SMIM2	0
SMIM2-IT1	0
ENSG00000276854	0
MIR8079	0
LINC02938	0
ENSG00000289852	2
ENSG00000277831	4
SERP2	20
TUSC8	0
TSC22D1	11576
ENSG00000280357	0
ENSG00000225727	0
TSC22D1-AS1	18
SMARCE1P5	2
LINC00407	6
ENSG00000276527	0
LINC00330	0
NUFIP1	424
ENSG00000223732	0
GPALPP1	568
RN7SL49P	2
RN7SKP3	0
GTF2F2	1660
RN7SKP4	2
ENSG00000277358	0
KCTD4	4
ENSG00000270381	0
TPT1	115573
SNORA31B	0
SNORA31	14
ENSG00000273149	0
TPT1-AS1	1207
ENSG00000228886	0
RCN1P2	0
SLC25A30	354
SLC25A30-AS1	0
PPIAP25	0
COG3	3590
ERICH6B	4
RNA5SP27	0
TIMM9P3	0
COX4I1P2	0
LINC01055	6
AKR1B1P4	0
CBY2	0
SIAH3	0
ZC3H13	5078
CPB2-AS1	2
CPB2	0
LCP1	9195
RN7SL288P	4
LRRC63	8
RN7SKP5	0
ABITRAMP1	0
ENSG00000287863	0
LINC00563	0
RUBCNL	179
RNU2-6P	0
RNU6-68P	2
PPP1R2P4	0
LINC01198	24
ENSG00000290704	0
ENSG00000285576	0
OR7E101P	0
ENSG00000277228	6
COX17P1	11
FKBP1AP3	0
LRCH1	1565
ENSG00000278462	0
ESD	4251
HTR2A	176
HTR2A-AS1	0
GNG5P5	0
RN7SL700P	0
SUCLA2	1735
NAP1L4P3	56
RPL27AP8	0
ENSG00000228573	0
LINC00562	14
ENSG00000287456	0
SUCLA2-AS1	0
NUDT15	657
ENSG00000276968	0
MED4	863
MED4-AS1	0
POLR2KP2	0
ITM2B	18390
RB1-DT	2
RB1	5749
PPP1R26P1	0
PCNPP5	44
ENSG00000277684	2
LPAR6	2652
RCBTB2	640
ENSG00000287599	0
ENSG00000274929	2
ENSG00000289900	0
LINC01077	0
LINC00462	0
CYSLTR2	3046
PSME2P2	18
ENSG00000275202	44
FNDC3A	8140
RNU6-60P	0
RAD17P2	7
RNY3P2	0
COX7CP1	162
OGFOD1P1	1
MLNR	0
ENSG00000274351	0
ENSG00000288743	4
CDADC1	237
CAB39L	1336
SETDB2	1571
SNRPGP14	24
PHF11	504
RCBTB1	1356
ENSG00000176882	0
ARL11	78
EBPL	1052
KPNA3	3302
ENSG00000276436	0
RNY4P30	0
CTAGE10P	2
RNY4P9	0
SPRYD7	311
DLEU2	76
TRIM13	1247
MIR3613	0
KCNRG	1
ENSG00000277913	0
ENSG00000277066	0
MIR16-1	0
MIR15A	0
ENSG00000274878	0
ENSG00000273612	0
ENSG00000277752	0
ENSG00000275559	0
DLEU1	58
ENSG00000276089	0
RPL18P10	2
ENSG00000273541	0
ENSG00000274270	18
ST13P4	42
RPL34P26	0
ENSG00000286191	0
DLEU7	23
RNA5SP28	0
RNASEH2B-AS1	2
RNASEH2B	452
GUCY1B2	0
RNA5SP29	0
C13orf42	0
RPL5P31	0
ENSG00000289894	9
ENSG00000274652	0
PRELID3BP2	0
FAM124A	18
SERPINE3	1124
MIR5693	0
INTS6	2430
INTS6-AS1	12
RPS4XP16	48
RN7SL320P	0
SNRPGP11	0
MIR4703	0
RNU6-65P	0
WDFY2	962
RNY1P6	0
RN7SL413P	0
ATP5PBP1	0
ENSG00000285444	0
DHRS12	10
ENSG00000231856	2
TMEM272	0
CCDC70	1
CTAGE3P	50
ENSG00000279677	2
ATP7B	1327
FABP5P2	14
ALG11	315
UTP14C	0
NEK5	60
ENSG00000273523	2
NEK3	68
MRPS31P5	12
ENSG00000217576	0
THSD1P1	0
ENSG00000285323	0
ENSG00000290490	0
TPTE2P2	0
LINC02333	0
THSD1	56
RNY4P24	0
VPS36	486
CKAP2-DT	14
CKAP2	912
LINC00345	0
ENSG00000290855	0
ENSG00000280296	0
TPTE2P3	0
ENSG00000291255	0
ENSG00000273784	0
ENSG00000290856	0
MRPS31P4	2
HNRNPA1L2	0
SUGT1-DT	24
SUGT1	2032
CNMD	0
MIR759	0
PPIAP26	0
PCDH8	34
